FundataKey|Date|StyleBias|MktCapBias|ModDurationDate|ModDuration|AvgMaturity|ShortTermBond|MidTermBond|LongTermBond|AsOfDate|CreditRating
45902|07/31/2020|Growth|Large|07/31/2020|4.767498|9.79|18.62|5.17|6.15|07/31/2020|40
45903|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
45907|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
45908|07/31/2020|Growth|Large|07/31/2020|5.915819||17.27|8.36|10.52|07/31/2020|40
45909|08/31/2020|Growth|Large|08/31/2020|4.081525|9.91|13.12|4.4|3.12|08/31/2020|40
45910|08/31/2020|Growth|Large||||||||
45911|07/31/2020|Growth|Large|07/31/2020|6.400774||31.27|13.15|22.45||
45912|08/31/2020|Growth|Large||||||||
45914|07/31/2020|Growth|Large|07/31/2020|6.400774||31.27|13.15|22.45||
45915|08/31/2020|Growth|Large|08/31/2020|8.299043||14.77|12.18|18.8|08/31/2020|60
45916|08/31/2020|Growth|Large|08/31/2020|8.299043||14.77|12.18|18.8|08/31/2020|60
45917|07/31/2020|Growth|Large|07/31/2020|6.294392||16.02|8.67|11.2|07/31/2020|40
45918|08/31/2020|Growth|Large|08/31/2020|8.277392||12.24|9.66|15.4|08/31/2020|60
45919|07/31/2020|Growth|Large|07/31/2020|5.262265||10.47|5.01|5.07|07/31/2020|30
45920|07/31/2020|Growth|Large|07/31/2020|6.276887||23.55|10.83|16.33||
45922|07/31/2020|Growth|Large|07/31/2020|6.276887||23.55|10.83|16.33||
45924|07/31/2020|Growth|Large|07/31/2020|5.395667|8.25|19.12|10.82|10.74|07/31/2020|40
45926|08/31/2020|Growth|Large|08/31/2020|8.155951||6.79|4.62|8.02|08/31/2020|60
45927|08/31/2020|Growth|Large||||0|0|0||
45928|08/31/2020|||08/31/2020|5.538544|10.82|37.13|29.33|19.68|08/31/2020|0
45929|08/31/2020|||08/31/2020|7.973261|11.48|25.4|28.54|36.66|08/31/2020|50
45930|08/31/2020|||08/31/2020|7.973261|11.48|25.4|28.54|36.66|08/31/2020|50
45931|08/31/2020|||08/31/2020|7.617415||26.35|22.41|40.32|08/31/2020|60
45932|08/31/2020|||08/31/2020|3.756348||48.04|30.09|5.2|08/31/2020|-20
45933|08/31/2020|||08/31/2020|3.756348||48.04|30.09|5.2|08/31/2020|-20
45934|08/31/2020|||08/31/2020|3.756348||48.04|30.09|5.2|08/31/2020|-20
45935|07/31/2020|||07/31/2020|5.63604|8.68|36.88|23.32|23.62|07/31/2020|40
45936|07/31/2020|||07/31/2020|5.63604|8.68|36.88|23.32|23.62|07/31/2020|40
45937|07/31/2020|||07/31/2020|5.63604|8.68|36.88|23.32|23.62|07/31/2020|40
45938|07/31/2020|Growth|Large|07/31/2020|8.237125||14.09|8.01|13.35|07/31/2020|40
45940|07/31/2020|Growth|Large|07/31/2020|8.237125||14.09|8.01|13.35|07/31/2020|40
45943|07/31/2020|Growth|Large||||||||
45945|07/31/2020|Growth|Large||||||||
45946|07/31/2020|Growth|Large||||||||
45948|07/31/2020|Growth|Large||||||||
45949|07/31/2020|Growth|Large||||||||
45950|07/31/2020|Growth|Large||||||||
45951|07/31/2020|Growth|Large||||||||
45953|07/31/2020|Growth|Large||||||||
45954|07/31/2020|Growth|Large||||||||
45955|07/31/2020||||||0|0|0||
45958|07/31/2020||||||0|0|0||
45962|07/31/2020||||||0|0|0||
45965|07/31/2020|Growth|Large||||||||
45967|07/31/2020|Growth|Large||||||||
45970|07/31/2020|Growth|Large||||||||
45972|07/31/2020|Growth|Large||||||||
45973|07/31/2020|Growth|Large|07/31/2020|1.258611||33.29|||07/31/2020|100
45974|07/31/2020|Blend|Large||||||||
45975|07/31/2020|Growth|Large|07/31/2020|1.252645|1|33.22|||07/31/2020|100
45976|07/31/2020|Blend|Large||||||||
45977|07/31/2020|Growth|Large||||||||
45979|07/31/2020|Growth|Large||||||||
45980|07/31/2020|Growth|Large||||||||
45981|07/31/2020|Growth|Large||||||||
45983|07/31/2020|Growth|Large|07/31/2020|4.839724|6.61|39.74|22.19|11.33|07/31/2020|-10
45985|07/31/2020|Growth|Large|07/31/2020|4.839724|6.61|39.74|22.19|11.33|07/31/2020|-10
45989|07/31/2020|Growth|Large||||||||
45990|07/31/2020|Growth|Large||||||||
45991|07/31/2020|Growth|Large||||||||
45999|06/30/2020|||06/30/2020|4.648261|6.79|42.94|31.4|18.53|06/30/2020|50
46000|06/30/2020|||06/30/2020|4.648261|6.79|42.94|31.4|18.53|06/30/2020|50
46004|08/31/2020|Growth|Large||||||||
46009|07/31/2020|Growth|Large|07/31/2020|7.913131|7.72|23.03|15.94|23.87|07/31/2020|40
46011|07/31/2020|||07/31/2020|1.5952|5.2|34.75|4.6|1.73||
46041|07/31/2020|||07/31/2020|2.644993|4.07|68.16|14.61|1.26|07/31/2020|-30
46042|07/31/2020|||07/31/2020|2.644993|4.07|68.16|14.61|1.26|07/31/2020|-30
46167|08/31/2020|||08/31/2020|8.276743||40.21|20.61|36.1|08/31/2020|40
46168|07/31/2020|Growth|Large||||||||
46170|08/31/2020|Growth|Large|08/31/2020|7.010924||10.29|4.2|7.89|08/31/2020|60
46172|08/31/2020|Growth|Large|08/31/2020|9.069663||14.25|14.91|20.92|08/31/2020|80
46173|08/31/2020|Growth|Large||||||||
46175|08/31/2020|Growth|Large|08/31/2020|3.460167||22.23|12.86|2.4|08/31/2020|-10
46178|08/31/2020|Growth|Large|08/31/2020|1.855279|4.06|28.5|2.16|0.94|08/31/2020|50
46179|08/31/2020|Growth|Large||||||||
46181|08/31/2020|Blend|Large|||29|0|0|1.46||
46182|08/31/2020|Growth|Large|08/31/2020|3.922216||13.26|4.18|2.96|08/31/2020|40
46183|08/31/2020|Growth|Large|08/31/2020|3.880624||14.13|3.75|4.02|08/31/2020|50
46184|08/31/2020|Growth|Large||||||||
46200|08/31/2020|Growth|Mid||||||||
46203|08/31/2020|Blend|Mid|07/31/2020|3.199777||17.53|6.74|0.93|07/31/2020|0
46215|08/31/2020|Growth|Large|07/31/2020|14.449859||3.95|5.36|33.51|07/31/2020|60
46216|07/31/2020|Growth|Large||||||||
46217|07/31/2020|Growth|Large||||||||
46218|08/31/2020|Growth|Large|07/31/2020|15.674708||2.24|1.77|25.27|07/31/2020|70
46228|08/31/2020||||||||||
46229|08/31/2020||||||||||
46232|08/31/2020||||||||||
46233|08/31/2020|||08/31/2020|6.96572||27.36|14.17|20.72|08/31/2020|50
46234|08/31/2020|||08/31/2020|7.973261|11.48|25.4|28.54|36.66|08/31/2020|50
46236|08/31/2020|Growth|Large|08/31/2020|3.168708||22.82|11.99|2.33|08/31/2020|0
46237|06/30/2020|||06/30/2020|8.321536|14.95|23.04|16.41|29.93|06/30/2020|60
46238|06/30/2020|||06/30/2020|9.524487|10.96|18.58|19.68|57.36|06/30/2020|40
46239|08/31/2020|Growth|Large|08/31/2020|6.755647||8.98|6.07|7.78|08/31/2020|60
46240|07/31/2020|||07/31/2020|8.451652|10.53|27.36|30.66|40.5|07/31/2020|50
46241|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
46242|08/31/2020|Growth|Large|08/31/2020|4.05192||13.15|4.36|3.09|08/31/2020|40
46243|08/31/2020|Growth|Large|08/31/2020|5.26758||12.5|8.82|5.92|08/31/2020|10
46244|06/30/2020|Growth|Large|06/30/2020|9.167531|10.69|9.78|4.7|14.17|06/30/2020|60
46245|04/30/2020|Growth|Large||||4.34|2.81|4.67||
46246|08/31/2020|Growth|Large||||||||
46247|08/31/2020|Growth|Large|08/31/2020|3.203514|9.85|22.76|12.17|2.36|08/31/2020|-10
46248|08/31/2020|Growth|Large||||||||
46249|08/31/2020|Growth|Large|08/31/2020|5.407079|11.32|12.06|5.36|5.63|08/31/2020|70
46250|08/31/2020|Growth|Large||||||||
46251|08/31/2020|Growth|Large|08/31/2020|7.631019||8.34|8.08|10.35|08/31/2020|60
46252|08/31/2020|Blend|Large|||29|0|0|1.46||
46253|08/31/2020|Growth|Large|08/31/2020|5.265295||12.29|8.67|5.82|08/31/2020|10
46254|08/31/2020|Growth|Large||||||||
46255|08/31/2020|Growth|Large||||||||
46256|08/31/2020|Growth|Large||||||||
46257|08/31/2020|Growth|Large|08/31/2020|4.994657||11.48|7.23|4.85|08/31/2020|10
46258|06/30/2020|Growth|Large||||||||
46259|06/30/2020||||||||||
46260|08/31/2020|Blend|Large|08/31/2020|6.591603||10.66|4.89|7.15|08/31/2020|50
46261|08/31/2020|Growth|Large||||||||
46262|08/31/2020|Growth|Large||||||||
46263|08/31/2020|Growth|Large|08/31/2020|4.767005||12.42|7.12|4.78|08/31/2020|10
46264|06/30/2020|Growth|Large||||||||
46265|08/31/2020|Growth|Large|08/31/2020|4.739674||12.47|7.07|4.75|08/31/2020|10
46266|06/30/2020|Growth|Large||||||||
46267|08/31/2020|Growth|Large|08/31/2020|1.855279|4.06|28.5|2.16|0.94|08/31/2020|50
46268|08/31/2020|Growth|Large|08/31/2020|3.944397||14.08|3.83|4.11|08/31/2020|50
46269|06/30/2020|Growth|Large|06/30/2020|8.178027|12.65|7.69|5.54|15.43||
46270|08/31/2020|Growth|Large||||||||
46271|08/31/2020|Blend|Large||||||||
46272|08/31/2020|Growth|Large||||||||
46273|08/31/2020|Blend|Large||||||||
46274|06/30/2020|Blend|Mid||||||||
46275|06/30/2020|Growth|Large||||||||
46276|06/30/2020|Growth|Large||||||||
46277|08/31/2020|Growth|Large|08/31/2020|8.00019||7.03|4.52|7.84|08/31/2020|60
46278|08/31/2020|Growth|Large|08/31/2020|8.194101||9.51|7.25|11.38|08/31/2020|60
46279|08/31/2020|Growth|Large|08/31/2020|8.216442||12.57|9.55|15.34|08/31/2020|60
46280|08/31/2020|Growth|Large|08/31/2020|8.251901||15.11|12.06|18.74|08/31/2020|60
46281|08/31/2020|Growth|Large||||0|0|0||
46283|08/31/2020|Growth|Large||||||||
46284|08/31/2020|Growth|Large||||||||
46286|08/31/2020|Growth|Large|08/31/2020|4.576258||12.37|6.56|4.41|08/31/2020|20
46287|08/31/2020|Growth|Large||||||||
46288|08/31/2020|Growth|Large|08/31/2020|8.757969||16.18|16.89|23.19|08/31/2020|70
46289|08/31/2020|Growth|Large||||||||
46290|08/31/2020|Growth|Mid||||||||
46291|08/31/2020|Blend|Large||||||||
46292|08/31/2020|Growth|Large|08/31/2020|5.734161||14.62|6.61|7.59|08/31/2020|60
46293|08/31/2020|Growth|Large||||||||
46295|08/31/2020|Growth|Large|08/31/2020|8.247997||18.8|13.93|21.94|08/31/2020|60
46296|08/31/2020|Growth|Large||||||||
46297|08/31/2020|Growth|Mid||||||||
46298|08/31/2020|Growth|Mid||||||||
46299|08/31/2020|Growth|Large|08/31/2020|7.515155||21.32|11.29|19.61|08/31/2020|50
46300|08/31/2020|Growth|Large|08/31/2020|7.299283||18.74|9.42|16.13|08/31/2020|50
46301|08/31/2020|Growth|Large|08/31/2020|7.226117||16.19|7.83|13.41|08/31/2020|50
46302|08/31/2020|Growth|Large|08/31/2020|7.070569||12.99|5.71|10.35|08/31/2020|60
46303|08/31/2020|Growth|Large|08/31/2020|7.070569||12.99|5.71|10.35|08/31/2020|60
46304|08/31/2020|Growth|Large|08/31/2020|7.010924||10.29|4.2|7.89|08/31/2020|60
46305|08/31/2020|Growth|Large||||||||
46306|08/31/2020|Growth|Large|08/31/2020|6.847243||7.62|2.93|5.44|08/31/2020|60
46307|08/31/2020|Growth|Large|08/31/2020|6.847243||7.62|2.93|5.44|08/31/2020|60
46309|08/31/2020|Growth|Large|08/31/2020|5.734161||14.62|6.61|7.59|08/31/2020|60
46310|08/31/2020|Growth|Large||||0|0|0||
46311|08/31/2020|Growth|Large||||0|0|0||
46312|08/31/2020|Growth|Large||||||||
46313|08/31/2020||||||||||
46314|08/31/2020|Growth|Large||||||||
46315|08/31/2020|||08/31/2020|6.96572||27.36|14.17|20.72|08/31/2020|50
46316|08/31/2020|||08/31/2020|7.973261|11.48|25.4|28.54|36.66|08/31/2020|50
46317|08/31/2020|Growth|Large|08/31/2020|3.168708||22.82|11.99|2.33|08/31/2020|0
46318|08/31/2020|Growth|Large|08/31/2020|8.757969||16.18|16.89|23.19|08/31/2020|70
46320|08/31/2020|Growth|Large|08/31/2020|4.576258||12.37|6.56|4.41|08/31/2020|20
46321|08/31/2020|Growth|Large|08/31/2020|3.129416||14.36|7.05|1.31|08/31/2020|0
46322|08/31/2020|Growth|Large|08/31/2020|4.739674||12.47|7.07|4.75|08/31/2020|10
46323|08/31/2020|Growth|Large|08/31/2020|4.767005||12.42|7.12|4.78|08/31/2020|10
46324|08/31/2020|Growth|Large|08/31/2020|3.210778||14.48|7.4|1.38|08/31/2020|-10
46328|08/31/2020|Blend|Large|08/31/2020|6.591603||10.66|4.89|7.15|08/31/2020|50
46329|08/31/2020|Growth|Large|08/31/2020|4.994657||11.48|7.23|4.85|08/31/2020|10
46330|08/31/2020|Growth|Large|08/31/2020|8.407409||9.27|5.13|12.97|08/31/2020|60
46331|08/31/2020|||08/31/2020|8.280709||6.81|4.78|8.72|08/31/2020|60
46332|06/30/2020|||06/30/2020|8.321536|14.95|23.04|16.41|29.93|06/30/2020|60
46333|06/30/2020|||06/30/2020|9.524487|10.96|18.58|19.68|57.36|06/30/2020|40
46334|08/31/2020|||08/31/2020|5.531235||37.16|29.26|19.64|08/31/2020|0
46335|08/31/2020|||08/31/2020|5.531235||37.16|29.26|19.64|08/31/2020|0
46336|07/31/2020|||07/31/2020|8.451652|10.53|27.36|30.66|40.5|07/31/2020|50
46337|08/31/2020|||08/31/2020|5.531235||37.16|29.26|19.64|08/31/2020|0
46339|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
46342|08/31/2020|Growth|Large|08/31/2020|5.265295||12.29|8.67|5.82|08/31/2020|10
46343|08/31/2020|Growth|Large|08/31/2020|4.05192||13.15|4.36|3.09|08/31/2020|40
46347|06/30/2020|Growth|Large|06/30/2020|9.167531|10.69|9.78|4.7|14.17|06/30/2020|60
46350|08/31/2020|Growth|Large|08/31/2020|7.631019||8.34|8.08|10.35|08/31/2020|60
46356|08/31/2020|Growth|Large|08/31/2020|7.887209||6.86|4.19|7.64|08/31/2020|60
46358|08/31/2020|Growth|Large|08/31/2020|8.182622||6.95|4.71|8.59|08/31/2020|60
46359|08/31/2020|Growth|Large|08/31/2020|5.26758||12.5|8.82|5.92|08/31/2020|10
46361|08/31/2020|Growth|Large||||||||
46363|04/30/2020|Growth|Large||||4.34|2.81|4.67||
46365|08/31/2020|Growth|Large|08/31/2020|1.855279|4.06|28.5|2.16|0.94|08/31/2020|50
46366|08/31/2020|Growth|Large|08/31/2020|6.755647||8.98|6.07|7.78|08/31/2020|60
46367|08/31/2020|Growth|Large|08/31/2020|3.944397||14.08|3.83|4.11|08/31/2020|50
46368|08/31/2020|Growth|Large||||||||
46370|06/30/2020|Growth|Large|06/30/2020|8.178027|12.65|7.69|5.54|15.43||
46372|08/31/2020|Growth|Large|08/31/2020|8.00019||7.03|4.52|7.84|08/31/2020|60
46373|08/31/2020|Blend|Mid|08/31/2020|8.523614||7.54|4.35|10.99|08/31/2020|60
46375|08/31/2020|Growth|Large|08/31/2020|8.194101||9.51|7.25|11.38|08/31/2020|60
46377|08/31/2020|Growth|Large|08/31/2020|7.998837||7.31|4.64|8.46|08/31/2020|60
46378|08/31/2020|Growth|Large|08/31/2020|8.216442||12.57|9.55|15.34|08/31/2020|60
46380|08/31/2020|Growth|Large|08/31/2020|8.251901||15.11|12.06|18.74|08/31/2020|60
46382|08/31/2020|Growth|Large|08/31/2020|8.228079||6.8|4.68|8.54|08/31/2020|60
46384|08/31/2020|Growth|Large|08/31/2020|8.247997||18.8|13.93|21.94|08/31/2020|60
46386|06/30/2020|Growth|Large|06/30/2020|6.669765||6.39|3.28|5.58|06/30/2020|30
46390|06/30/2020|Growth|Large|06/30/2020|6.887192||7.72|4.19|7.26|06/30/2020|30
46391|06/30/2020|Growth|Large|06/30/2020|6.823938||12.11|6.05|10.99|06/30/2020|40
46392|06/30/2020|Growth|Large|06/30/2020|6.25941||4.61|2.21|3.57|06/30/2020|20
46393|06/30/2020|Growth|Large|06/30/2020|6.618641||9.57|4.56|8.14|06/30/2020|40
46394|08/31/2020||||||||||
46395|08/31/2020|||08/31/2020|6.96572||27.36|14.17|20.72|08/31/2020|50
46396|08/31/2020|||08/31/2020|7.973261|11.48|25.4|28.54|36.66|08/31/2020|50
46397|08/31/2020|Growth|Large|08/31/2020|3.168708||22.82|11.99|2.33|08/31/2020|0
46398|08/31/2020|Growth|Large|08/31/2020|4.05192||13.15|4.36|3.09|08/31/2020|40
46399|08/31/2020|Growth|Large||||||||
46400|08/31/2020|Growth|Large||||||||
46401|08/31/2020|Growth|Large||||||||
46402|08/31/2020|Blend|Large|||29|0|0|1.46||
46404|08/31/2020|Growth|Large||||||||
46407|08/31/2020|Growth|Large||||||||
46408|08/31/2020|Growth|Large||||||||
46411|08/31/2020|Growth|Large|08/31/2020|1.855279|4.06|28.5|2.16|0.94|08/31/2020|50
46413|08/31/2020|Growth|Large|08/31/2020|3.944397||14.08|3.83|4.11|08/31/2020|50
46415|08/31/2020|Blend|Large||||||||
46417|08/31/2020|Blend|Large||||||||
46419|08/31/2020|Growth|Large|08/31/2020|8.00019||7.03|4.52|7.84|08/31/2020|60
46420|08/31/2020|Growth|Large|08/31/2020|8.194101||9.51|7.25|11.38|08/31/2020|60
46423|08/31/2020|Growth|Large|08/31/2020|8.216442||12.57|9.55|15.34|08/31/2020|60
46424|08/31/2020||||||||||
46425|08/31/2020|Growth|Large|08/31/2020|8.251901||15.11|12.06|18.74|08/31/2020|60
46426|08/31/2020|||08/31/2020|6.96572||27.36|14.17|20.72|08/31/2020|50
46427|08/31/2020|Growth|Large|08/31/2020|3.168708||22.82|11.99|2.33|08/31/2020|0
46428|08/31/2020|Growth|Large||||0|0|0||
46429|08/31/2020|Growth|Large|08/31/2020|8.247997||18.8|13.93|21.94|08/31/2020|60
46432|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
46433|08/31/2020|Growth|Large|08/31/2020|4.05192||13.15|4.36|3.09|08/31/2020|40
46434|08/31/2020|Growth|Large|08/31/2020|4.05192||13.15|4.36|3.09|08/31/2020|40
46435|06/30/2020|Growth|Large|06/30/2020|9.167531|10.69|9.78|4.7|14.17|06/30/2020|60
46436|04/30/2020|Growth|Large||||4.34|2.81|4.67||
46437|08/31/2020|Growth|Large|08/31/2020|1.855279|4.06|28.5|2.16|0.94|08/31/2020|50
46438|08/31/2020|Growth|Large|08/31/2020|3.944397||14.08|3.83|4.11|08/31/2020|50
46439|08/31/2020|Growth|Large|08/31/2020|3.944397||14.08|3.83|4.11|08/31/2020|50
46440|08/31/2020|Growth|Large|08/31/2020|1.855279|4.06|28.5|2.16|0.94|08/31/2020|50
46441|06/30/2020|Growth|Large|06/30/2020|8.178027|12.65|7.69|5.54|15.43||
46453|08/31/2020|Growth|Large|08/31/2020|8.00019||7.03|4.52|7.84|08/31/2020|60
46454|08/31/2020|Growth|Large|08/31/2020|8.00019||7.03|4.52|7.84|08/31/2020|60
46455|08/31/2020|Growth|Large|08/31/2020|8.194101||9.51|7.25|11.38|08/31/2020|60
46456|08/31/2020|Growth|Large|08/31/2020|8.194101||9.51|7.25|11.38|08/31/2020|60
46457|08/31/2020|Growth|Large|08/31/2020|8.216442||12.57|9.55|15.34|08/31/2020|60
46458|08/31/2020|Growth|Large|08/31/2020|8.216442||12.57|9.55|15.34|08/31/2020|60
46459|08/31/2020|Growth|Large|08/31/2020|8.251901||15.11|12.06|18.74|08/31/2020|60
46460|08/31/2020|Growth|Large|08/31/2020|8.251901||15.11|12.06|18.74|08/31/2020|60
46461|08/31/2020|Growth|Large|08/31/2020|8.247997||18.8|13.93|21.94|08/31/2020|60
46462|08/31/2020|Growth|Large|08/31/2020|8.247997||18.8|13.93|21.94|08/31/2020|60
46463|06/30/2020|Growth|Large|06/30/2020|3.824548||9.86|2.78|4.02|06/30/2020|50
46464|06/30/2020|Growth|Large|06/30/2020|3.824548||9.86|2.78|4.02|06/30/2020|50
46465|08/31/2020|Growth|Large|08/31/2020|5.734161||14.62|6.61|7.59|08/31/2020|60
46466|08/31/2020|Growth|Large|08/31/2020|8.757969||16.18|16.89|23.19|08/31/2020|70
46467|08/31/2020|Growth|Large|08/31/2020|5.734161||14.62|6.61|7.59|08/31/2020|60
46468|08/31/2020|Growth|Large|08/31/2020|5.734161||14.62|6.61|7.59|08/31/2020|60
46469|08/31/2020|Growth|Large|08/31/2020|4.576258||12.37|6.56|4.41|08/31/2020|20
46470|08/31/2020|Growth|Large|08/31/2020|3.10896||14.39|6.99|1.3|08/31/2020|0
46471|08/31/2020|Growth|Large|08/31/2020|8.757969||16.18|16.89|23.19|08/31/2020|70
46472|08/31/2020|Growth|Large|08/31/2020|8.757969||16.18|16.89|23.19|08/31/2020|70
46476|08/31/2020|Growth|Large|08/31/2020|4.576258||12.37|6.56|4.41|08/31/2020|20
46477|08/31/2020|Growth|Large|08/31/2020|4.576258||12.37|6.56|4.41|08/31/2020|20
46479|08/31/2020|Growth|Large|08/31/2020|3.129416||14.36|7.05|1.31|08/31/2020|0
46481|08/31/2020|Growth|Large|08/31/2020|4.739674||12.47|7.07|4.75|08/31/2020|10
46482|08/31/2020|Growth|Large|08/31/2020|4.739674||12.47|7.07|4.75|08/31/2020|10
46483|08/31/2020|Growth|Large|08/31/2020|4.767005||12.42|7.12|4.78|08/31/2020|10
46484|08/31/2020|Growth|Large|08/31/2020|3.210778||14.48|7.4|1.38|08/31/2020|-10
46485|08/31/2020|Blend|Large|08/31/2020|6.591603||10.66|4.89|7.15|08/31/2020|50
46486|08/31/2020|Growth|Large|08/31/2020|4.994657||11.48|7.23|4.85|08/31/2020|10
46488|06/30/2020|Growth|Large||||||||
46490|08/31/2020|Growth|Large|08/31/2020|4.739674||12.47|7.07|4.75|08/31/2020|10
46491|08/31/2020|||08/31/2020|8.280709||6.81|4.78|8.72|08/31/2020|60
46493|08/31/2020|Growth|Large|08/31/2020|4.739674||12.47|7.07|4.75|08/31/2020|10
46494|08/31/2020|Growth|Large|08/31/2020|5.265295||12.29|8.67|5.82|08/31/2020|10
46495|08/31/2020|Growth|Large|08/31/2020|7.631019||8.34|8.08|10.35|08/31/2020|60
46496|08/31/2020|Growth|Large|08/31/2020|7.887209||6.86|4.19|7.64|08/31/2020|60
46497|08/31/2020|Growth|Large|08/31/2020|4.767005||12.42|7.12|4.78|08/31/2020|10
46498|08/31/2020|Growth|Large|08/31/2020|8.182622||6.95|4.71|8.59|08/31/2020|60
46499|08/31/2020|Growth|Large|08/31/2020|4.767005||12.42|7.12|4.78|08/31/2020|10
46500|08/31/2020|Growth|Large|08/31/2020|3.210778||14.48|7.4|1.38|08/31/2020|-10
46501|08/31/2020|Blend|Large|08/31/2020|6.591603||10.66|4.89|7.15|08/31/2020|50
46503|08/31/2020|Blend|Large|08/31/2020|6.591603||10.66|4.89|7.15|08/31/2020|50
46504|08/31/2020|Growth|Large|08/31/2020|4.994657||11.48|7.23|4.85|08/31/2020|10
46505|08/31/2020|Growth|Large|08/31/2020|4.994657||11.48|7.23|4.85|08/31/2020|10
46506|06/30/2020|Growth|Large||||||||
46507|08/31/2020|||08/31/2020|8.280709||6.81|4.78|8.72|08/31/2020|60
46508|08/31/2020|Growth|Large|08/31/2020|5.26758||12.5|8.82|5.92|08/31/2020|10
46509|08/31/2020|Growth|Large|08/31/2020|6.755647||8.98|6.07|7.78|08/31/2020|60
46510|08/31/2020|Blend|Mid|08/31/2020|8.652959||7.33|4.43|11.19|08/31/2020|50
46511|08/31/2020|Growth|Large|08/31/2020|7.998837||7.31|4.64|8.46|08/31/2020|60
46512|08/31/2020|Growth|Large|08/31/2020|8.228079||6.8|4.68|8.54|08/31/2020|60
46513|06/30/2020|Growth|Large|06/30/2020|6.669765||6.39|3.28|5.58|06/30/2020|30
46515|08/31/2020|Growth|Large|08/31/2020|5.265295||12.29|8.67|5.82|08/31/2020|10
46516|08/31/2020|Growth|Large|08/31/2020|7.631019||8.34|8.08|10.35|08/31/2020|60
46517|08/31/2020|Growth|Large|08/31/2020|7.887209||6.86|4.19|7.64|08/31/2020|60
46518|06/30/2020|Growth|Large|06/30/2020|6.887192||7.72|4.19|7.26|06/30/2020|30
46519|06/30/2020|Growth|Large|06/30/2020|6.823938||12.11|6.05|10.99|06/30/2020|40
46520|06/30/2020|Growth|Large|06/30/2020|6.618641||9.57|4.56|8.14|06/30/2020|40
46521|08/31/2020||||||||||
46522|08/31/2020|||08/31/2020|6.96572||27.36|14.17|20.72|08/31/2020|50
46523|08/31/2020|Growth|Large|08/31/2020|8.182622||6.95|4.71|8.59|08/31/2020|60
46524|08/31/2020|Growth|Large|08/31/2020|3.168708||22.82|11.99|2.33|08/31/2020|0
46525|08/31/2020|Growth|Large|08/31/2020|4.767005||12.42|7.12|4.78|08/31/2020|10
46526|08/31/2020|Growth|Large|08/31/2020|5.26758||12.5|8.82|5.92|08/31/2020|10
46527|08/31/2020|Blend|Large|08/31/2020|6.591603||10.66|4.89|7.15|08/31/2020|50
46528|08/31/2020|Growth|Large||||||||
46529|08/31/2020|Growth|Large|08/31/2020|5.265295||12.29|8.67|5.82|08/31/2020|10
46530|08/31/2020|Growth|Large|08/31/2020|7.631019||8.34|8.08|10.35|08/31/2020|60
46531|08/31/2020|Growth|Large|08/31/2020|6.755647||8.98|6.07|7.78|08/31/2020|60
46532|08/31/2020|Growth|Large|08/31/2020|5.26758||12.5|8.82|5.92|08/31/2020|10
46533|08/31/2020|Growth|Large|08/31/2020|6.755647||8.98|6.07|7.78|08/31/2020|60
46534|08/31/2020|Blend|Mid|08/31/2020|8.652959||7.33|4.43|11.19|08/31/2020|50
46535|08/31/2020|Growth|Large|08/31/2020|7.998837||7.31|4.64|8.46|08/31/2020|60
46536|08/31/2020|Growth|Large|08/31/2020|8.228079||6.8|4.68|8.54|08/31/2020|60
46537|06/30/2020|Growth|Large|06/30/2020|6.669765||6.39|3.28|5.58|06/30/2020|30
46538|06/30/2020|Growth|Large|06/30/2020|6.887192||7.72|4.19|7.26|06/30/2020|30
46539|06/30/2020|Growth|Large|06/30/2020|6.823938||12.11|6.05|10.99|06/30/2020|40
46540|06/30/2020|Growth|Large|06/30/2020|6.618641||9.57|4.56|8.14|06/30/2020|40
46541|08/31/2020||||||||||
46542|08/31/2020|||08/31/2020|6.96572||27.36|14.17|20.72|08/31/2020|50
46543|08/31/2020|||08/31/2020|7.973261|11.48|25.4|28.54|36.66|08/31/2020|50
46544|08/31/2020|Growth|Large|08/31/2020|3.168708||22.82|11.99|2.33|08/31/2020|0
46545|08/31/2020|Growth|Large|08/31/2020|4.05192||13.15|4.36|3.09|08/31/2020|40
46546|08/31/2020|Growth|Large|08/31/2020|1.855279|4.06|28.5|2.16|0.94|08/31/2020|50
46547|08/31/2020|Growth|Large|08/31/2020|3.944397||14.08|3.83|4.11|08/31/2020|50
46548|08/31/2020|Growth|Large|08/31/2020|8.00019||7.03|4.52|7.84|08/31/2020|60
46549|08/31/2020|Growth|Large|08/31/2020|8.194101||9.51|7.25|11.38|08/31/2020|60
46550|08/31/2020|Growth|Large|08/31/2020|8.216442||12.57|9.55|15.34|08/31/2020|60
46551|08/31/2020|Growth|Large|08/31/2020|8.251901||15.11|12.06|18.74|08/31/2020|60
46552|08/31/2020|Growth|Large|08/31/2020|8.247997||18.8|13.93|21.94|08/31/2020|60
