FundataKey|Date|StyleBias|MktCapBias|ModDurationDate|ModDuration|AvgMaturity|ShortTermBond|MidTermBond|LongTermBond|AsOfDate|CreditRating
16273|07/31/2020|Growth|Large||||||||
16276|07/31/2020|Growth|Large||||||||
16277|07/31/2020|Growth|Large||||||||
16291|05/31/2020|||||6.74|57.15|15.67|4.77||
16310|07/31/2020|Growth|Large|07/31/2020|4.709926||18.68|5.08|6.06|07/31/2020|40
16311|07/31/2020|Growth|Large|07/31/2020|4.709926||18.68|5.08|6.06|07/31/2020|40
16312|08/31/2020|Growth|Large|08/31/2020|8.299043||14.77|12.18|18.8|08/31/2020|60
16314|08/31/2020|Growth|Large|08/31/2020|8.194101||9.51|7.25|11.38|08/31/2020|60
16316|08/31/2020|Growth|Large|08/31/2020|8.254391||18.38|13.86|21.67|08/31/2020|60
16322|08/31/2020|Growth|Large||||||||
16327|08/31/2020|Growth|Large||||||||
16354|08/31/2020|||08/31/2020|2.760279|3.04|69.23|16.94||08/31/2020|50
16358|07/31/2020|Growth|Large|07/31/2020|4.709926||18.68|5.08|6.06|07/31/2020|40
16365|07/31/2020|Growth|Large||||||||
16367|07/31/2020|Growth|Large||||||||
16381|07/31/2020|Growth|Large||||||||
16385|07/31/2020|Growth|Large||||||||
16390|08/31/2020|||08/31/2020|2.760279|3.04|69.23|16.94||08/31/2020|50
16395|07/31/2020|Growth|Large|07/31/2020|4.767498|9.79|18.62|5.17|6.15|07/31/2020|40
16412|08/31/2020|Growth|Large|08/31/2020|8.254391||18.38|13.86|21.67|08/31/2020|60
16423|08/31/2020|Growth|Large||||||||
16427|08/31/2020|Growth|Large|08/31/2020|8.299043||14.77|12.18|18.8|08/31/2020|60
16429|08/31/2020|Growth|Large||||||||
16430|08/31/2020|Growth|Large|08/31/2020|8.194101||9.51|7.25|11.38|08/31/2020|60
16466|06/30/2020|||06/30/2020|8.314202|10.02|28.95|23.72|45.32|06/30/2020|70
16472|07/31/2020|Growth|Mid||||||||
16479|07/31/2020|Growth|Large|07/31/2020|6.311964|8|7.93|3.43|8.41|07/31/2020|70
16481|08/31/2020|Growth|Large||||||||
16482|08/31/2020|Growth|Large||||||||
16483|08/31/2020|Growth|Large||||||||
16484|08/31/2020|Growth|Large||||||||
16485|08/31/2020|Growth|Large||||||||
16486|08/31/2020|Growth|Large||||||||
16487|08/31/2020|Growth|Large||||||||
16488|08/31/2020|Growth|Large||||||||
16490|05/31/2020|Growth|Large||||||||
16496|05/31/2020|Blend|Large||||||||
16497|07/31/2020||||||||||
16507|07/31/2020||||||||||
16508|06/30/2020|Growth|Large||||||||
16509|06/30/2020|Growth|Large||||||||
16512|07/31/2020|Growth|Large||||||||
16513|07/31/2020|Growth|Large||||||||
16521|06/30/2020|Growth|Large||||||||
16522|06/30/2020|Growth|Large||||||||
16529|07/31/2020|Growth|Large||||||||
16530|07/31/2020|Growth|Large||||||||
16536|07/31/2020|Growth|Mid||||||||
16537|07/31/2020|Growth|Mid||||||||
16538|07/31/2020|Blend|Large||||||||
16539|07/31/2020|Blend|Large||||||||
16541|06/30/2020|Growth|Large|06/30/2020|7.52436||7.31|10.48|24.98|06/30/2020|80
16544|06/30/2020|Growth|Large||||||||
16547|06/30/2020|Growth|Large||||||||
16549|06/30/2020|Growth|Large||||||||
16551|06/30/2020|Growth|Large||||||||
16553|06/30/2020||||||||||
16554|06/30/2020|Growth|Large|06/30/2020|8.505112|9.83|7.99|6.81|12.35|06/30/2020|50
16555|07/31/2020|Growth|Large||||||||
16556|07/31/2020|Growth|Large||||||||
16557|07/31/2020|Growth|Large||||||||
16558|07/31/2020|Growth|Large||||||||
16559|07/31/2020|Blend|Large||||||||
16560|07/31/2020|Blend|Large||||||||
16561|07/31/2020|Blend|Large||||||||
16562|07/31/2020|Blend|Large||||||||
16563|07/31/2020|Blend|Large||||||||
16564|07/31/2020|Blend|Large||||||||
16565|07/31/2020|Blend|Large||||||||
16566|07/31/2020|Blend|Large||||||||
16569|07/31/2020|Growth|Mid||||||||
16570|07/31/2020|Growth|Mid||||||||
16571|07/31/2020|Growth|Mid||||||||
16572|07/31/2020|Growth|Mid||||||||
16584|07/31/2020|Growth|Large||||||||
16585|07/31/2020|Growth|Large||||||||
16593|06/30/2020|Growth|Large||||||||
16594|06/30/2020|Growth|Large||||||||
16616|07/31/2020||||||||||
16620|07/31/2020|Growth|Large||||||||
16628|05/31/2020|||||6.83|40.58|14.59|26.27||
16650|07/31/2020|Growth|Large|07/31/2020|6.741368||8.64|5.07|6.39|07/31/2020|50
16651|07/31/2020|Growth|Large||||||||
16688|05/31/2020|Growth|Large||||||||
16693|07/31/2020|||07/31/2020|3.509501|6.66|54.65|29.82|4.44|07/31/2020|-30
16697|07/31/2020|Growth|Large|||10.2|8.49|2.65|||
16703|07/31/2020|Growth|Large||||||||
16704|07/31/2020|Growth|Large||||||||
16705|07/31/2020|Growth|Large||||||||
16710|07/31/2020|Growth|Large|07/31/2020|4.767498|9.79|18.62|5.17|6.15|07/31/2020|40
16711|07/31/2020|Growth|Large|07/31/2020|4.767498|9.79|18.62|5.17|6.15|07/31/2020|40
16724|07/31/2020|Growth|Large|07/31/2020|6.400774||31.27|13.15|22.45||
16727|05/31/2020|Growth|Large|||8.92|6.7|3.63|8.01||
16743|06/30/2020|||06/30/2020|7.190948|7.24|34.54|26.24|38.03|06/30/2020|70
16754|05/31/2020|Blend|Mid||||||||
16756|04/30/2020|Blend|Large||||10.49|2.93|4.23||
16757|04/30/2020|Blend|Large||||17.8|7.09|9.89||
16758|04/30/2020|Growth|Large||||7.35|18.37|25.11||
16759|04/30/2020|Growth|Large||||9.83|5.1|4.85||
16774|05/31/2020|Blend|Large||||||||
16776|05/31/2020|Growth|Large|||8.9|11.27|5.31|13.78||
16782|08/31/2020|Growth|Large||||||||
16783|08/31/2020|Growth|Large||||||||
16784|08/31/2020|Growth|Large||||||||
16785|08/31/2020|Growth|Large||||||||
16788|08/31/2020|Growth|Mid||||||||
16789|08/31/2020|Growth|Mid||||||||
16792|08/31/2020||||||||||
16794|05/31/2020|||||10.72|26.97|19.7|43.8||
16803|05/31/2020|Growth|Large|||8.9|11.27|5.31|13.78||
16806|06/30/2020|||06/30/2020|7.734519|8.65|14.05|23.96|57.14|06/30/2020|80
16807|06/30/2020||||||0|0|0||
16810|07/31/2020|Blend|Large||||||||
16811|07/31/2020|Growth|Large||||||||
16812|07/31/2020|Blend|Large||||||||
16814|07/31/2020|Growth|Mid||||||||
16816|07/31/2020|Growth|Large||||||||
16823|07/31/2020|Growth|Large||||||||
16825|07/31/2020|||07/31/2020|2.768203|3.21|76.04|11.5|1.48|07/31/2020|60
16826|07/31/2020|Blend|Large||||||||
16827|07/31/2020|Growth|Mid||||||||
16828|07/31/2020|Growth|Large||||||||
16835|07/31/2020|Growth|Large||||||||
16837|07/31/2020|Growth|Large||||||||
16844|07/31/2020|Growth|Large||||||||
16845|07/31/2020|||07/31/2020|8.604511|19.09|32.26|11.84|40.88|07/31/2020|40
16851|07/31/2020||||||||||
16867|06/30/2020|Growth|Large||||||||
16868|06/30/2020|Growth|Large||||||||
16869|07/31/2020|Growth|Large|07/31/2020|5.262265||10.47|5.01|5.07|07/31/2020|30
16870|07/31/2020|Growth|Large|07/31/2020|5.262265||10.47|5.01|5.07|07/31/2020|30
16871|07/31/2020|Growth|Large|07/31/2020|5.915819||17.27|8.36|10.52|07/31/2020|40
16872|07/31/2020|Growth|Large|07/31/2020|5.915819||17.27|8.36|10.52|07/31/2020|40
16873|07/31/2020|Growth|Large||||||||
16874|07/31/2020|Growth|Large||||||||
16886|07/31/2020|Growth|Large|07/31/2020|7.759146||22.52|11.88|20.46|07/31/2020|60
16887|07/31/2020|Blend|Large||||||||
16888|07/31/2020|Growth|Large||||||||
16889|07/31/2020|Growth|Large||||||||
16890|07/31/2020|Growth|Large||||||||
16897|06/30/2020|Blend|Large||||||||
16898|06/30/2020|Growth|Large||||||||
16899|06/30/2020|Growth|Large||||||||
16900|06/30/2020|Growth|Large||||||||
16901|06/30/2020|Growth|Large||||||||
16902|06/30/2020|Growth|Large||||||||
16903|06/30/2020|Growth|Large||||||||
16904|03/31/2020|Growth|Mid||||||||
16905|06/30/2020||||||||||
16907|06/30/2020|Growth|Large||||||||
16908|06/30/2020|Growth|Large||||||||
16909|06/30/2020|Blend|Large||||||||
16910|06/30/2020|Growth|Large||||||||
16912|06/30/2020|Growth|Large||||||||
16913|06/30/2020|Growth|Large||||||||
16914|06/30/2020|Growth|Large||||||||
16915|06/30/2020|Growth|Large|06/30/2020|8.363809|10.73|13.76|8.25|17.7|06/30/2020|50
16946|07/31/2020|Blend|Large||||||||
16949|05/31/2020|Growth|Mid||||||||
16950|05/31/2020|Blend|Mid||||||||
16969|07/31/2020|Growth|Large||||||||
16981|08/31/2020|Growth|Large||||||||
16995|07/31/2020|Growth|Large||||||||
16997|08/31/2020|Growth|Large||||||||
16998|08/31/2020|Growth|Large|08/31/2020|5.531678|11.32|11.9|5.53|5.81|08/31/2020|70
16999|08/31/2020|Growth|Large||||||||
17001|08/31/2020|Growth|Large||||||||
17003|08/31/2020|Growth|Large|08/31/2020|4.002429|10.43|13.56|3.77|4.05|08/31/2020|50
17005|08/31/2020|Growth|Large|08/31/2020|4.002429|10.43|13.56|3.77|4.05|08/31/2020|50
17007|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
17008|08/31/2020|Growth|Large||||||||
17009|08/31/2020|Blend|Large|||29|0|0|1.46||
17011|08/31/2020|||08/31/2020|7.973261|11.48|25.4|28.54|36.66|08/31/2020|50
17012|08/31/2020||||||||||
17013|08/31/2020|Blend|Large||||||||
17014|08/31/2020|Growth|Large||||||||
17018|08/31/2020|Blend|Large||||||||
17019|08/31/2020|Growth|Large|08/31/2020|3.493432|10.1|22.16|13.03|2.43|08/31/2020|-10
17020|08/31/2020|Growth|Large|08/31/2020|5.95919||18.54|14.18|11.51|08/31/2020|30
17021|08/31/2020|Growth|Large|08/31/2020|5.95919||18.54|14.18|11.51|08/31/2020|30
17022|08/31/2020|Growth|Large|08/31/2020|5.012026||9.91|5.61|4.19|08/31/2020|30
17023|08/31/2020|Growth|Large|08/31/2020|5.012026||9.91|5.61|4.19|08/31/2020|30
17024|08/31/2020|Growth|Large|08/31/2020|4.297262||6.78|3.2|2.03|08/31/2020|30
17025|08/31/2020|Growth|Large|08/31/2020|4.297262||6.78|3.2|2.03|08/31/2020|30
17026|08/31/2020|Growth|Large||||||||
17027|08/31/2020|Growth|Large||||||||
17035|08/31/2020|Growth|Large|07/31/2020|7.08772|8.64|8.91|9.06|11.84|07/31/2020|40
17036|08/31/2020|Growth|Large||||||||
17045|08/31/2020|Growth|Large|07/31/2020|7.08772|8.64|8.91|9.06|11.84|07/31/2020|40
17046|08/31/2020|Growth|Large||||||||
17066|04/30/2020|||||8.22|42.47|24.13|23.71||
17067|04/30/2020|Growth|Large||||||||
17068|06/30/2020|Growth|Large||||||||
17069|06/30/2020|Growth|Large||||||||
17072|07/31/2020|Growth|Large||||||||
17073|07/31/2020|Growth|Large||||||||
17079|06/30/2020|Growth|Large||||||||
17080|06/30/2020|Growth|Large||||||||
17116|07/31/2020|Growth|Mid||||||||
17117|04/30/2020|Growth|Small||||||||
17118|08/31/2020|Growth|Large||||||||
17121|08/31/2020|Growth|Large|08/31/2020|3.815175||14.29|3.7|3.94|08/31/2020|60
17122|08/31/2020|Growth|Large|08/31/2020|4.002429|10.43|13.56|3.77|4.05|08/31/2020|50
17123|06/30/2020|Growth|Large||||||||
17124|08/31/2020|Growth|Large||||||||
17125|08/31/2020|Blend|Large||||||||
17126|08/31/2020|Blend|Large||||||||
17127|08/31/2020|Growth|Large||||||||
17128|06/30/2020|Growth|Large|06/30/2020|5.079423|6.6|13.15|3.24|6.55||
17130|08/31/2020|Growth|Large||||||||
17131|05/31/2020|Blend|Large|||10.23|4.86|8.62|20.38||
17132|05/31/2020|Blend|Large||||||||
17133|07/31/2020|Growth|Large||||||||
17134|07/31/2020|Growth|Large||||||||
17135|06/30/2020|Growth|Large|06/30/2020|9.167531|10.69|9.78|4.7|14.17|06/30/2020|60
17136|08/31/2020|Growth|Large|08/31/2020|5.551224|11.32|11.88|5.56|5.83|08/31/2020|70
17137|08/31/2020|Growth|Large||||||||
17138|08/31/2020|Growth|Large||||||||
17139|06/30/2020|Growth|Large||||||||
17140|06/30/2020|Growth|Large||||||||
17141|08/31/2020|Growth|Large||||||||
17142|08/31/2020|Growth|Large||||||||
17143|08/31/2020|Growth|Large||||||||
17144|07/31/2020|||07/31/2020|8.502821||25.02|12.66|32.19|07/31/2020|60
17145|07/31/2020||||||||||
17146|07/31/2020|Growth|Large||||||||
17147|07/31/2020|Growth|Large||||||||
17148|07/31/2020|Growth|Large||||||||
17149|07/31/2020|Growth|Large||||||||
17150|07/31/2020|Growth|Large||||||||
17151|08/31/2020|Growth|Large||||||||
17152|08/31/2020|Growth|Large||||||||
17153|08/31/2020|Growth|Large||||||||
17154|05/31/2020||||||0|0|0||
17155|07/31/2020|Growth|Mid||||||||
17156|07/31/2020|Growth|Large||||||||
17157|07/31/2020|Growth|Large||||||||
17158|08/31/2020|Growth|Large||||||||
17159|07/31/2020|Growth|Large||||||||
17160|07/31/2020|Growth|Large||||||||
17161|08/31/2020|Blend|Large||||||||
17162|07/31/2020|||07/31/2020|8.440279|12.57|33.22|21.29|45.36|07/31/2020|80
17163|08/31/2020|||08/31/2020|7.964837||25.99|29.1|37.37|08/31/2020|50
17164|07/31/2020|||||13.58|8.08|4.41|36.85||
17165|07/31/2020|Blend|Large||||||||
17169|08/31/2020|Growth|Large||||0|0|0||
17170|08/31/2020|Blend|Large|||29|0|0|1.46||
17171|08/31/2020|Growth|Large||||||||
17172|08/31/2020|Growth|Large|08/31/2020|8.254391||18.38|13.86|21.67|08/31/2020|60
17173|07/31/2020|||||13.58|8.08|4.41|36.85||
17174|07/31/2020|Blend|Large||||||||
17175|08/31/2020|Growth|Large|08/31/2020|8.155951||6.79|4.62|8.02|08/31/2020|60
17176|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
17177|08/31/2020|Growth|Large|08/31/2020|8.194101||9.51|7.25|11.38|08/31/2020|60
17178|08/31/2020||||||||||
17179|08/31/2020|Growth|Large|08/31/2020|8.299043||14.77|12.18|18.8|08/31/2020|60
17182|08/31/2020|||08/31/2020|2.760279|3.04|69.23|16.94||08/31/2020|50
17183|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
17184|08/31/2020|Growth|Large|08/31/2020|3.493432|10.1|22.16|13.03|2.43|08/31/2020|-10
17191|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
17192|04/30/2020|Growth|Large||||||||
17193|04/30/2020|Growth|Large||||||||
17194|04/30/2020|Growth|Small||||||||
17195|04/30/2020|Blend|Large||||||||
17197|04/30/2020|Growth|Large||||||||
17198|04/30/2020|Blend|Large|||7.79|19.68|7.62|19.88||
17199|04/30/2020|Growth|Mid||||||||
17202|04/30/2020|Growth|Large|||7.32|13.54|4.98|18.32||
17203|04/30/2020|Growth|Large|||9.05|13.32|2.54|15.55||
17204|04/30/2020|||||9.21|34.15|18.91|44.49||
17206|04/30/2020|Blend|Large||||||||
17207|04/30/2020|Growth|Large||||||||
17209|04/30/2020|Blend|Large||||||||
17210|04/30/2020|Blend|Large||||||||
17211|04/30/2020|Blend|Large||||||||
17212|04/30/2020|Blend|Large||||||||
17213|04/30/2020|Growth|Large||||||||
17214|04/30/2020|||||8.6|29.13|7.82|31.48||
17216|07/31/2020|Growth|Large|07/31/2020|7.509399||17.01|13.14|16.83|07/31/2020|50
17217|07/31/2020|Growth|Large|07/31/2020|7.1976||12.73|8.77|11.22|07/31/2020|50
17218|07/31/2020|Growth|Large|07/31/2020|6.218748||8.55|4.2|5.22|07/31/2020|50
17222|07/31/2020|Growth|Large||||||||
17223|07/31/2020|Growth|Large|07/31/2020|7.411197||18.13|13.98|17.41|07/31/2020|40
17224|07/31/2020|Growth|Large|07/31/2020|7.158642||12.71|8.64|11.05|07/31/2020|50
17226|07/31/2020|Growth|Large|07/31/2020|6.050399||8.77|4.07|5.05|07/31/2020|50
17234|04/30/2020|Growth|Large||||||||
17239|04/30/2020||||||34.05|20|43.8||
17240|04/30/2020|||||8.22|42.47|24.13|23.71||
17242|04/30/2020|Blend|Large||||||||
17244|04/30/2020|Growth|Large||||||||
17247|07/31/2020|Growth|Large||||||||
17248|07/31/2020|Growth|Large||||||||
17249|08/31/2020|Growth|Large||||||||
17252|05/31/2020|Blend|Large|||10.23|4.86|8.62|20.38||
17253|08/31/2020|Growth|Large||||||||
17255|05/31/2020|Blend|Large||||||||
17258|07/31/2020|Growth|Large||||||||
17262|08/31/2020|Growth|Large|08/31/2020|3.815175||14.29|3.7|3.94|08/31/2020|60
17264|08/31/2020|Growth|Large||||||||
17265|08/31/2020|Growth|Large|08/31/2020|5.551224|11.32|11.88|5.56|5.83|08/31/2020|70
17266|08/31/2020|Growth|Large|08/31/2020|3.493432|10.1|22.16|13.03|2.43|08/31/2020|-10
17267|06/30/2020|Growth|Large|06/30/2020|9.167531|10.69|9.78|4.7|14.17|06/30/2020|60
17268|06/30/2020|Growth|Large|06/30/2020|5.079423|6.6|13.15|3.24|6.55||
17269|06/30/2020|Growth|Large||||||||
17270|06/30/2020|Growth|Large||||||||
17271|06/30/2020|Growth|Large||||||||
17272|07/31/2020|Growth|Large||||||||
17273|07/31/2020|||07/31/2020|8.440279|12.57|33.22|21.29|45.36|07/31/2020|80
17274|08/31/2020|Blend|Large||||||||
17275|08/31/2020||||||||||
17276|07/31/2020|Growth|Large||||||||
17277|08/31/2020|Growth|Large||||||||
17278|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
17279|08/31/2020|||08/31/2020|7.964837||25.99|29.1|37.37|08/31/2020|50
17280|08/31/2020|Growth|Large||||||||
17281|08/31/2020|Growth|Large||||||||
17282|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
17283|08/31/2020|Blend|Large||||||||
17284|08/31/2020|Growth|Large||||||||
17285|08/31/2020|Growth|Large||||||||
17286|08/31/2020|Growth|Large|08/31/2020|8.299043||14.77|12.18|18.8|08/31/2020|60
17287|08/31/2020|Growth|Large||||||||
17288|08/31/2020|Growth|Large|08/31/2020|8.155951||6.79|4.62|8.02|08/31/2020|60
17289|08/31/2020|Growth|Large||||||||
17290|08/31/2020|Growth|Large||||||||
17291|08/31/2020|Blend|Large|||29|0|0|1.46||
17292|08/31/2020|Growth|Large||||0|0|0||
17293|08/31/2020|Growth|Large|08/31/2020|8.194101||9.51|7.25|11.38|08/31/2020|60
17294|08/31/2020|Growth|Large|08/31/2020|8.254391||18.38|13.86|21.67|08/31/2020|60
17295|08/31/2020|Blend|Large||||||||
17296|08/31/2020|Growth|Large||||||||
17297|08/31/2020|||08/31/2020|2.760279|3.04|69.23|16.94||08/31/2020|50
17298|08/31/2020|Growth|Large|08/31/2020|4.002429|10.43|13.56|3.77|4.05|08/31/2020|50
17299|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
17300|08/31/2020|Growth|Large||||||||
17301|08/31/2020|Growth|Large||||||||
17302|08/31/2020|Growth|Large||||||||
17305|05/31/2020|Blend|Large|||10.23|4.86|8.62|20.38||
17306|08/31/2020|Growth|Large||||||||
17308|05/31/2020|Blend|Large||||||||
17311|07/31/2020|Growth|Large||||||||
17315|08/31/2020|Growth|Large|08/31/2020|3.815175||14.29|3.7|3.94|08/31/2020|60
17316|08/31/2020|Growth|Large||||||||
17317|08/31/2020|Growth|Large|08/31/2020|5.551224|11.32|11.88|5.56|5.83|08/31/2020|70
17318|08/31/2020|Growth|Large|08/31/2020|3.493432|10.1|22.16|13.03|2.43|08/31/2020|-10
17319|07/31/2020|Growth|Large||||||||
17320|06/30/2020|Growth|Large|06/30/2020|9.167531|10.69|9.78|4.7|14.17|06/30/2020|60
17321|06/30/2020|Growth|Large|06/30/2020|5.079423|6.6|13.15|3.24|6.55||
17322|06/30/2020|Growth|Large||||||||
17323|06/30/2020|Growth|Large||||||||
17324|06/30/2020|Growth|Large||||||||
17325|07/31/2020|||07/31/2020|8.440279|12.57|33.22|21.29|45.36|07/31/2020|80
17326|07/31/2020|Growth|Large||||||||
17327|08/31/2020|Blend|Large||||||||
17328|08/31/2020||||||||||
17329|07/31/2020|Growth|Large||||||||
17330|08/31/2020|Growth|Large||||||||
17331|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
17332|08/31/2020|||08/31/2020|7.964837||25.99|29.1|37.37|08/31/2020|50
17333|08/31/2020|Growth|Large||||||||
17334|08/31/2020|Growth|Large||||||||
17335|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
17336|08/31/2020|Blend|Large||||||||
17337|08/31/2020|Growth|Large||||||||
17338|08/31/2020|Growth|Large||||||||
17339|08/31/2020|Growth|Large|08/31/2020|8.299043||14.77|12.18|18.8|08/31/2020|60
17340|08/31/2020|Growth|Large||||||||
17341|08/31/2020|Growth|Large|08/31/2020|8.155951||6.79|4.62|8.02|08/31/2020|60
17342|08/31/2020|Growth|Large||||||||
17343|08/31/2020|Growth|Large||||||||
17344|08/31/2020|Blend|Large|||29|0|0|1.46||
17345|08/31/2020|Growth|Large||||0|0|0||
17346|08/31/2020|Growth|Large|08/31/2020|8.194101||9.51|7.25|11.38|08/31/2020|60
17347|08/31/2020|Growth|Large|08/31/2020|8.254391||18.38|13.86|21.67|08/31/2020|60
17348|08/31/2020|Blend|Large||||||||
17349|08/31/2020|Growth|Large||||||||
17350|08/31/2020|||08/31/2020|2.760279|3.04|69.23|16.94||08/31/2020|50
17351|08/31/2020|Growth|Large|08/31/2020|4.002429|10.43|13.56|3.77|4.05|08/31/2020|50
17352|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
17353|08/31/2020|Growth|Large||||||||
17354|08/31/2020|Growth|Large||||||||
17355|04/30/2020|Growth|Large||||||||
17369|07/31/2020||||||||||
17378|06/30/2020|Growth|Large|06/30/2020|8.363809|10.73|13.76|8.25|17.7|06/30/2020|50
17379|03/31/2020|Growth|Mid||||||||
17380|06/30/2020|Growth|Large||||||||
17381|06/30/2020|Growth|Large||||||||
17382|06/30/2020||||||||||
17383|06/30/2020|Growth|Large||||||||
17384|06/30/2020|Growth|Large||||||||
17385|06/30/2020|Growth|Large||||||||
17386|06/30/2020|Growth|Large||||||||
17387|06/30/2020|Growth|Large||||||||
17388|06/30/2020|Growth|Large||||||||
17389|06/30/2020|Blend|Large||||||||
17390|06/30/2020|Growth|Large||||||||
17391|06/30/2020|Growth|Large||||||||
17392|06/30/2020|Growth|Large||||||||
17393|06/30/2020|Blend|Large||||||||
17394|06/30/2020|Growth|Large||||||||
17425|08/31/2020||||||||||
17429|08/31/2020|Blend|Large||||||||
17432|08/31/2020|Blend|Large||||||||
17433|08/31/2020|Growth|Large||||||||
17435|08/31/2020|Blend|Large|||29|0|0|1.46||
17436|08/31/2020|Growth|Large||||||||
17437|08/31/2020|Growth|Large|08/31/2020|3.493432|10.1|22.16|13.03|2.43|08/31/2020|-10
17438|08/31/2020|Growth|Mid||||||||
17439|08/31/2020|Growth|Mid||||||||
17442|08/31/2020|Growth|Large|08/31/2020|8.155951||6.79|4.62|8.02|08/31/2020|60
17444|08/31/2020|Growth|Large|08/31/2020|8.277392||12.24|9.66|15.4|08/31/2020|60
17446|08/31/2020|Growth|Large||||0|0|0||
17448|08/31/2020|Growth|Large||||||||
17450|08/31/2020|Growth|Large|08/31/2020|8.155951||6.79|4.62|8.02|08/31/2020|60
17453|08/31/2020|Growth|Large|08/31/2020|8.277392||12.24|9.66|15.4|08/31/2020|60
17455|08/31/2020|Growth|Large||||0|0|0||
17457|08/31/2020|Growth|Large||||||||
17460|08/31/2020|Blend|Large||||||||
17465|08/31/2020|Blend|Large||||||||
17467|08/31/2020|Growth|Large||||||||
17469|08/31/2020|Growth|Mid||||||||
17470|08/31/2020|Blend|Large||||||||
17473|08/31/2020|Growth|Large|08/31/2020|8.155951||6.79|4.62|8.02|08/31/2020|60
17474|08/31/2020|Growth|Large|08/31/2020|8.277392||12.24|9.66|15.4|08/31/2020|60
17475|08/31/2020|Growth|Large||||0|0|0||
17476|08/31/2020|Growth|Large||||||||
17478|08/31/2020|Growth|Large|08/31/2020|8.155951||6.79|4.62|8.02|08/31/2020|60
17479|05/31/2020||||||||||
17480|08/31/2020|Growth|Large|08/31/2020|8.277392||12.24|9.66|15.4|08/31/2020|60
17481|08/31/2020|Growth|Large||||0|0|0||
17482|08/31/2020|Growth|Large||||||||
17483|08/31/2020|Blend|Large||||||||
17484|08/31/2020|Growth|Large||||||||
17510|05/31/2020|Growth|Large||||||||
17511|05/31/2020|Blend|Large||||||||
