FundataKey|AsOfDate|TotalDist-CurrMth|TotalDist-YTD|TotalDist-12Mth|DistYield|DivDist-CurrMth|DivDist-YTD|DivDist-12Mth|FgnDivDist-CurrMth|FgnDivDist-YTD|FgnDivDist-12Mth|CapGainsDist-CurrMth|CapGainsDist-YTD|CapGainsDist-12Mth|IntIncDist-CurrMth|IntIncDist-YTD|IntIncDist-12Mth|RtnPrinciple-CurrMth|RtnPrinciple-YTD|RtnPrinciple-12Mth|DistFrequency
79706|08/31/2020||||||||||||||||||||No Distribution
79707|08/31/2020||||||||||||||||||||No Distribution
79708|08/31/2020||||||||||||||||||||No Distribution
79709|08/31/2020||||||||||||||||||||No Distribution
79710|08/31/2020||||||||||||||||||||No Distribution
79712|08/31/2020||||||||||||||||||||No Distribution
79713|08/31/2020||||||||||||||||||||No Distribution
79714|08/31/2020|0.0059346|0.0898458|0.1513819|1.5138|0.0059346|0.0898458|0.1513819|||||||||||||Monthly
79715|08/31/2020||||||||||||||||||||No Distribution
79716|08/31/2020||||||||||||||||||||No Distribution
79717|08/31/2020||||||||||||||||||||No Distribution
79718|08/31/2020||0.1080937|0.3024151|2.9327||0.1080937|0.3024151|||||||||||||Quarterly
79719|08/31/2020||0.1135807|0.3355722|3.2607||0.1135807|0.3355722|||||||||||||Quarterly
79720|08/31/2020||||||||||||||||||||Quarterly
79728|08/31/2020||||||||||||||||||||No Distribution
79729|08/31/2020||||||||||||||||||||No Distribution
79730|08/31/2020||||||||||||||||||||No Distribution
79731|08/31/2020||||||||||||||||||||No Distribution
79732|08/31/2020||||||||||||||||||||No Distribution
79734|08/31/2020||||||||||||||||||||No Distribution
79735|08/31/2020|0.0133548|0.1029648|1.4521073|9.6054|0.0133548|0.1029648|0.1545336||||||1.2975737|||||||Monthly
79736|08/31/2020||||||||||||||||||||No Distribution
79737|08/31/2020||||||||||||||||||||No Distribution
79738|08/31/2020||||||||||||||||||||No Distribution
79739|08/31/2020||||||||||||||||||||No Distribution
79740|08/31/2020||||||||||||||||||||No Distribution
79741|08/31/2020||||||||||||||||||||No Distribution
79742|08/31/2020||||||||||||||||||||No Distribution
79747|08/31/2020|||0.308517||||0.308517|||||||||||||Annual
79751|08/31/2020||0.38|0.748367|2.6954||0.38|0.748367|||||||||||||Quarterly
79759|08/31/2020||||||||||||||||||||No Distribution
79760|08/31/2020||||||||||||||||||||No Distribution
79762|08/31/2020||||||||||||||||||||No Distribution
79763|08/31/2020||||||||||||||||||||No Distribution
79764|08/31/2020||||||||||||||||||||No Distribution
79765|08/31/2020||||||||||||||||||||No Distribution
79766|08/31/2020||||||||||||||||||||No Distribution
79767|08/31/2020||||||||||||||||||||No Distribution
79768|08/31/2020||||||||||||||||||||No Distribution
79769|08/31/2020||||||||||||||||||||No Distribution
79770|08/31/2020||||||||||||||||||||No Distribution
79771|08/31/2020||||||||||||||||||||No Distribution
79772|08/31/2020||||||||||||||||||||No Distribution
79773|08/31/2020||||||||||||||||||||No Distribution
79774|08/31/2020||||||||||||||||||||No Distribution
79775|08/31/2020||||||||||||||||||||No Distribution
79776|08/31/2020||||||||||||||||||||No Distribution
79777|08/31/2020||||||||||||||||||||No Distribution
79778|08/31/2020||||||||||||||||||||No Distribution
79779|08/31/2020||||||||||||||||||||No Distribution
79780|08/31/2020||||||||||||||||||||No Distribution
79781|08/31/2020||||||||||||||||||||No Distribution
79782|08/31/2020||||||||||||||||||||No Distribution
79783|08/31/2020||||||||||||||||||||No Distribution
79784|08/31/2020||||||||||||||||||||No Distribution
79785|08/31/2020||||||||||||||||||||No Distribution
79786|08/31/2020||||||||||||||||||||No Distribution
79787|08/31/2020||||||||||||||||||||No Distribution
79788|08/31/2020||||||||||||||||||||No Distribution
79799|08/31/2020||||||||||||||||||||No Distribution
79800|08/31/2020||||||||||||||||||||No Distribution
79801|08/31/2020||||||||||||||||||||Annual
79806|08/31/2020||||||||||||||||||||No Distribution
79807|08/31/2020||||||||||||||||||||Annual
79808|08/31/2020||||||||||||||||||||No Distribution
79809|08/31/2020||||||||||||||||||||No Distribution
79810|08/31/2020||||||||||||||||||||No Distribution
79811|08/31/2020||||||||||||||||||||No Distribution
79812|08/31/2020||||||||||||||||||||No Distribution
79813|08/31/2020||||||||||||||||||||No Distribution
79814|08/31/2020||||||||||||||||||||No Distribution
79817|08/31/2020||||||||||||||||||||No Distribution
79818|08/31/2020||||||||||||||||||||No Distribution
79819|08/31/2020||||||||||||||||||||No Distribution
79820|08/31/2020||||||||||||||||||||No Distribution
79821|08/31/2020||||||||||||||||||||No Distribution
79822|08/31/2020||||||||||||||||||||No Distribution
79823|08/31/2020||||||||||||||||||||No Distribution
79824|08/31/2020||||||||||||||||||||No Distribution
79825|08/31/2020||||||||||||||||||||No Distribution
79826|08/31/2020||||||||||||||||||||No Distribution
79842|08/31/2020|0.017322|0.08437|0.41816|4.2229|0.017322|0.08437|0.212844||||||0.205316|||||||Monthly
79843|08/31/2020|0.013144|0.06286|0.317645|4.1844|0.013144|0.06286|0.160724||||||0.156921|||||||Monthly
79848|08/31/2020||||||||||||||||||||Annual
79849|08/31/2020||||||||||||||||||||No Distribution
79850|08/31/2020||0.343|0.695|3.287||0.343|0.695|||||||||||||Quarterly
79856|08/31/2020||||||||||||||||||||No Distribution
79857|08/31/2020||||||||||||||||||||No Distribution
79858|08/31/2020||||||||||||||||||||No Distribution
79859|08/31/2020|0.033|0.264|0.396|2.909|0.033|0.264|0.396|||||||||||||Monthly
79860|08/31/2020||||||||||||||||||||No Distribution
79861|08/31/2020||||||||||||||||||||No Distribution
79862|08/31/2020||||||||||||||||||||No Distribution
79863|08/31/2020||||||||||||||||||||No Distribution
79864|08/31/2020|||0.41|1.8935|||0.41|||||||||||||Quarterly
79870|08/31/2020||0.652231|0.652805|6.261|||0.000574|||||0.652231|0.652231|||||||Annual
79883|08/31/2020||||||||||||||||||||No Distribution
79884|08/31/2020||||||||||||||||||||No Distribution
79889|08/31/2020||||||||||||||||||||No Distribution
79890|08/31/2020||||||||||||||||||||No Distribution
79891|08/31/2020||||||||||||||||||||Monthly
79904|08/31/2020||||||||||||||||||||Annual
79911|08/31/2020|||0.148657|2.7946||||||||||||0.148657||||Annual
79912|08/31/2020||||||||||||||||||||Annual
79913|08/31/2020|||0.4745764|9.4915||||||||||||0.4745764||||Annual
79926|08/31/2020||||||||||||||||||||No Distribution
79931|08/31/2020||||||||||||||||||||No Distribution
79948|08/31/2020|0.032|0.256|0.38948|1.9267|0.032|0.256|0.38948|||||||||||||Monthly
79986|08/31/2020|||0.0777|0.8539|||0.0777|||||||||||||Annual
79987|08/31/2020|||0.079|0.8691|||0.079|||||||||||||Annual
79988|08/31/2020|||0.2122|2.3299|||0.2122|||||||||||||Annual
79989|08/31/2020|||0.2492|2.734|||0.2492|||||||||||||Annual
79990|08/31/2020|||0.1181|1.2831|||0.1181|||||||||||||Annual
79991|08/31/2020|||0.4481|4.9541||||||||||||0.4481||||Annual
79992|08/31/2020|||0.2567|2.7891|||0.2567|||||||||||||Annual
79993|08/31/2020|||0.4431|4.8967|||0.4431|||||||||||||Annual
79994|08/31/2020|||0.0928|1.0175|||0.0928|||||||||||||Annual
79999|08/31/2020|0.0004247|0.0387058|0.091982|0.9198|0.0004247|0.0387058|0.091982|||||||||||||Monthly
80000|08/31/2020||||||||||||||||||||Annual
80001|08/31/2020|0.0600299|0.4624221|0.9447175|6.2611|0.0600299|0.4624221|0.6520271||||||0.2926904|||||||Monthly
80002|08/31/2020|||0.1799596|2.0114|||0.1799596|||||||||||||Annual
80003|08/31/2020|||0.1918|1.6148|||0.1918|||||||||||||Annual
80004|08/31/2020|||0.2959|3.2918|||0.2959|||||||||||||Annual
80005|08/31/2020|0.0589566|0.454154|0.7096171|4.8483|0.0589566|0.454154|0.6517231||||||0.057894|||||||Monthly
80006|08/31/2020|0.0742132|0.5716789|0.8981233|5.8761|0.0742132|0.5716789|0.8252483||||||0.072875|||||||Monthly
80007|08/31/2020|0.0568866|0.4382085|0.6731944|4.6983|0.0568866|0.4382085|0.6173334||||||0.055861|||||||Monthly
80008|08/31/2020|0.0568866|0.4382085|0.6731944|4.6904|0.0568866|0.4382085|0.6173334||||||0.055861|||||||Monthly
80009|08/31/2020|0.0541266|0.4169477|0.6354267|6.4071|0.0541266|0.4169477|0.5822757||||||0.053151|||||||Monthly
80010|08/31/2020|||0.1506349|1.8008|||0.0555851||||||0.0950498|||||||Annual
80011|08/31/2020||||||||||||||||||||Annual
80012|08/31/2020||||||||||||||||||||Annual
80013|08/31/2020|||0.0079|0.0657|||0.0079|||||||||||||Annual
80014|08/31/2020|||0.0079|0.0658|||0.0079|||||||||||||Annual
80015|08/31/2020|0.0833|0.6664|1.4282|7.7704|0.0833|0.6664|1.3449||||||0.0833|||||||Monthly
80016|08/31/2020|0.0638632|0.491951|1.0677695|7.5775|0.0638632|0.491951|1.0050575||||||0.062712|||||||Monthly
80017|08/31/2020|||0.0426|0.355|||0.0426|||||||||||||Annual
80018|08/31/2020|||0.032088|0.3487|||0.032088|||||||||||||Annual
80019|08/31/2020|0.0941|0.7528|1.0491|3.0411|0.0941|0.7528|0.9791||||||0.07|||||||Monthly
80020|08/31/2020|0.0721432|0.5557333|0.7805999|2.9514|0.0721432|0.5557333|0.7279009||||||0.052699|||||||Monthly
80021|08/31/2020|0.0959|0.7672|1.0659|3.0098|0.0959|0.7672|0.9954||||||0.0705|||||||Monthly
80022|08/31/2020|0.0735232|0.5663639|0.7930495|2.9209|0.0735232|0.5663639|0.7399745||||||0.053075|||||||Monthly
80023|08/31/2020|0.096|0.768|1.0667|3.0088|0.096|0.768|0.9962||||||0.0705|||||||Monthly
80024|08/31/2020|0.0735999|0.5669543|0.7936399|2.92|0.0735999|0.5669543|0.7405649||||||0.053075|||||||Monthly
80025|08/31/2020|0.0913|0.7304|1.0118|3.0957|0.0913|0.7304|0.9462||||||0.0656|||||||Monthly
80026|08/31/2020|||0.0012|0.0101|||0.0012|||||||||||||Annual
80027|08/31/2020|0.0833|0.6664|1.2192|4.3116|0.0833|0.6664|1.1359||||||0.0833|||||||Monthly
80028|08/31/2020|||0.1184|0.7492|||0.1184|||||||||||||Annual
80029|08/31/2020|0.0902|0.7216|1.0879|4.0408|0.0902|0.7216|0.9977||||||0.0902|||||||Monthly
80030|08/31/2020|0.0691532|0.532701|0.8107791|3.928|0.0691532|0.532701|0.7428731||||||0.067906|||||||Monthly
80031|08/31/2020|0.0833|0.6664|1.0165|5.5264|0.0833|0.6664|0.9332||||||0.0833|||||||Monthly
80032|08/31/2020|0.0833|0.6664|1.0166|5.4889|0.0833|0.6664|0.9333||||||0.0833|||||||Monthly
80033|08/31/2020||||||||||||||||||||Annual
80035|08/31/2020|0.0777|0.6216|0.9458|4.8251|0.0777|0.6216|0.8681||||||0.0777|||||||Monthly
80037|08/31/2020|0.0595699|0.4588788|0.7049452|4.6909|0.0595699|0.4588788|0.6464492||||||0.058496|||||||Monthly
80038|08/31/2020|0.0667|0.5336|1.0394|4.2132|0.0667|0.5336|0.9727||||||0.0667|||||||Monthly
80039|08/31/2020|||0.1289|0.9365|||0.1289|||||||||||||Annual
80040|08/31/2020|||0.097093|0.9201|||0.097093|||||||||||||Annual
80041|08/31/2020||||||||||||||||||||Annual
80042|08/31/2020||||||||||||||||||||Annual
80043|08/31/2020|0.0724|0.5792|1.6083|8.3641|0.0724|0.5792|1.1552||||||0.4531|||||||Monthly
80044|08/31/2020|0.0767|0.6136|2.4925|11.0495|0.0767|0.6136|0.8629||||||1.6296|||||||Monthly
80045|08/31/2020|0.0816|0.6528|1.1784|7.3248|0.0816|0.6528|1.0968||||||0.0816|||||||Monthly
80046|08/31/2020|||0.9369|8.8023|||0.1388||||||0.7981|||||||Annual
80047|08/31/2020|||0.7147271|8.7586|||0.1058855||||||0.6088416|||||||Annual
80048|08/31/2020|0.0746|0.5968|1.3698|7.5532|0.0746|0.5968|0.913||||||0.4568|||||||Monthly
80049|08/31/2020|||0.2087|2.2006|||0.2087|||||||||||||Annual
80050|08/31/2020|||0.1592097|2.1897|||0.1592097|||||||||||||Annual
80051|08/31/2020||||||||||||||||||||Annual
80052|08/31/2020||||||||||||||||||||Annual
80053|08/31/2020|||0.2465|1.6704|||0.0056||||||0.2409|||||||Annual
80054|08/31/2020|||0.1880459|1.6621|||0.004272||||||0.1837739|||||||Annual
80055|08/31/2020|0.0833|0.6664|1.0139|4.8061|0.0833|0.6664|0.9306||||||0.0833|||||||Monthly
80056|08/31/2020|||0.3701|1.1892|||0.3701|||||||||||||Annual
80057|08/31/2020|||0.28338|1.1877|||0.28338|||||||||||||Annual
80065|08/31/2020|||0.15489||||0.15489|||||||||||||Annual
80066|08/31/2020|||0.158662||||0.158662|||||||||||||Annual
80069|08/31/2020||||||||||||||||||||Annual
80073|08/31/2020||||||||||||||||||||Annual
80086|08/31/2020|0.0115537|0.1485377|0.202482|1.9377|0.0115537|0.1485377|0.202482|||||||||||||Monthly
80091|08/31/2020||0.149936|0.323096|3.8575||0.149936|0.149936||||||0.17316|||||||Quarterly
80095|08/31/2020|0.097|0.776|1.164|6.3591|0.097|0.776|1.164|||||||||||||Monthly
80096|08/31/2020|0.084|0.672|1.008|5.8164|0.084|0.672|1.008|||||||||||||Monthly
80097|08/31/2020||||||||||||||||||||Annual
80098|08/31/2020|0.0602|0.4516|0.6412|3.3109|0.0602|0.4516|0.6412|||||||||||||Monthly
80107|08/31/2020|||0.074452|0.6545|||0.072499||||||0.001953|||||||Annual
80108|08/31/2020|||0.13366|1.3366|||0.130153||||||0.003507|||||||Annual
80109|08/31/2020|||0.094942|0.8061|||0.079369||||||0.015573|||||||Annual
80110|08/31/2020|||0.156636|1.5663|||0.130943||||||0.025693|||||||Annual
80111|08/31/2020|||0.071833|0.6308|||0.071833|||||||||||||Annual
80112|08/31/2020||||||||||||||||||||Annual
80113|08/31/2020|||0.073475|0.6575|||0.073475|||||||||||||Annual
80114|08/31/2020||||||||||||||||||||Annual
80115|08/31/2020|||0.1|0.8525|||0.1|||||||||||||Annual
80116|08/31/2020||||||||||||||||||||Annual
80117|08/31/2020|0.055|0.44|0.676646|3.2841|0.055|0.44|0.66||||||0.016646|||||||Monthly
80129|08/31/2020||||||||||||||||||||Annual
80131|08/31/2020|||0.3677585|3.4965|||0.3677585|||||||||||||Monthly
80132|08/31/2020||||||||||||||||||||No Distribution
80133|08/31/2020||||||||||||||||||||Monthly
80134|08/31/2020|||0.1136339|1.0606|||0.1136339|||||||||||||Monthly
80135|08/31/2020||||||||||||||||||||Annual
80136|08/31/2020||||||||||||||||||||No Distribution
80137|08/31/2020|||0.5162576|5.1674|||0.246944||||||0.2693136|||||||Annual
80138|08/31/2020|||0.3733322|3.4843|||0.3733322|||||||||||||Monthly
80139|08/31/2020||||||||||||||||||||No Distribution
80140|08/31/2020||||||||||||||||||||Monthly
80141|08/31/2020||||||||||||||||||||Monthly
80143|08/31/2020||||||||||||||||||||Annual
80144|08/31/2020|||0.062313|0.5927|||0.062313|||||||||||||Annual
80145|08/31/2020|||0.047304|0.5863|||0.047304|||||||||||||Annual
80146|08/31/2020|||0.001261|0.0116|||0.001261|||||||||||||Annual
80147|08/31/2020|||0.000957|0.0115|||0.000957|||||||||||||Annual
80161|08/31/2020||||||||||||||||||||Annual
80162|08/31/2020||||||||||||||||||||Annual
80163|08/31/2020||||||||||||||||||||Annual
80164|08/31/2020||||||||||||||||||||Annual
80165|08/31/2020||||||||||||||||||||Annual
80166|08/31/2020||||||||||||||||||||Annual
80167|08/31/2020|0.0833|0.6664|0.9996|3.4942|0.0833|0.6664|0.9996|||||||||||||Monthly
80168|08/31/2020|0.0638632|0.491951|0.7449312|3.3965|0.0638632|0.491951|0.7449312|||||||||||||Monthly
80169|08/31/2020||||||||||||||||||||Annual
80170|08/31/2020||||||||||||||||||||Annual
80171|08/31/2020|0.0833|0.6664|0.9996|3.484|0.0833|0.6664|0.9996|||||||||||||Monthly
80172|08/31/2020|0.0638632|0.491951|0.7449312|3.3866|0.0638632|0.491951|0.7449312|||||||||||||Monthly
80176|08/31/2020|0.054|0.432|0.648|3.6583|0.054|0.432|0.648|||||||||||||Monthly
80177|08/31/2020|0.05|0.4|0.6|6.4702|0.05|0.4|0.6|||||||||||||Monthly
80178|08/31/2020||||||||||||||||||||Annual
80179|08/31/2020|0.0638632|0.491951|0.7449312|3.3835|0.0638632|0.491951|0.7449312|||||||||||||Monthly
80180|08/31/2020|0.0833|0.6664|0.9996|3.4808|0.0833|0.6664|0.9996|||||||||||||Monthly
80181|08/31/2020||||||||||||||||||||Annual
80182|08/31/2020||||||||||||||||||||Annual
80183|08/31/2020||||||||||||||||||||Annual
80184|08/31/2020||||||||||||||||||||Annual
80185|08/31/2020||||||||||||||||||||Annual
80186|08/31/2020||||||||||||||||||||Annual
80187|08/31/2020||||||||||||||||||||Annual
80188|08/31/2020|0.0833|0.6664|0.9996|3.4058|0.0833|0.6664|0.9996|||||||||||||Monthly
80189|08/31/2020|0.0638632|0.491951|0.7449312|3.3106|0.0638632|0.491951|0.7449312|||||||||||||Monthly
80190|08/31/2020|0.1333|1.0664|1.5996|5.8573|0.1333|1.0664|1.5996|||||||||||||Monthly
80191|08/31/2020|0.1021965|0.7872398|1.192069|5.6935|0.1021965|0.7872398|1.192069|||||||||||||Monthly
80193|08/31/2020||||||||||||||||||||Annual
80194|08/31/2020||||||||||||||||||||Annual
80195|08/31/2020|0.029|0.232|0.4697104|4.0256|0.029|0.232|0.304||||||0.1657104|||||||Annual
80196|08/31/2020|0.03|0.24|0.34|2.8111|0.03|0.24|0.34|||||||||||||Annual
80197|08/31/2020|0.029|0.232|0.4397308|3.6689|0.029|0.232|0.3092973||||||0.1304335|||||||Annual
80198|08/31/2020|0.0833|0.6664|0.9996|3.4016|0.0833|0.6664|0.9996|||||||||||||Monthly
80199|08/31/2020|0.0638632|0.491951|0.7449312|3.3064|0.0638632|0.491951|0.7449312|||||||||||||Monthly
80200|08/31/2020||||||||||||||||||||Annual
80201|08/31/2020||||||||||||||||||||Annual
80202|08/31/2020|0.0833|0.6664|0.9996|3.3911|0.0833|0.6664|0.9996|||||||||||||Monthly
80203|08/31/2020|0.0638632|0.491951|0.7449312|3.2963|0.0638632|0.491951|0.7449312|||||||||||||Monthly
80204|08/31/2020||||||||||||||||||||Annual
80205|08/31/2020||||||||||||||||||||Annual
80206|08/31/2020|0.0833|0.6664|0.9996|3.3872|0.0833|0.6664|0.9996|||||||||||||Monthly
80207|08/31/2020|0.0638632|0.491951|0.7449312|3.2925|0.0638632|0.491951|0.7449312|||||||||||||Monthly
80208|08/31/2020||||||||||||||||||||Annual
80209|08/31/2020||||||||||||||||||||Annual
80210|08/31/2020||||||||||||||||||||Annual
80211|08/31/2020||||||||||||||||||||Annual
80215|08/31/2020|0.0833|0.6664|0.9996|3.5021|0.0833|0.6664|0.9996|||||||||||||Monthly
80216|08/31/2020|0.0638632|0.491951|0.7449312|3.4041|0.0638632|0.491951|0.7449312|||||||||||||Monthly
80218|08/31/2020|0.1333|1.0664|1.5996|6.0232|0.1333|1.0664|1.5996|||||||||||||Monthly
80219|08/31/2020|0.1021965|0.7872398|1.192069|5.8548|0.1021965|0.7872398|1.192069|||||||||||||Monthly
80220|08/31/2020|0.0833|0.6664|0.9996|3.5177|0.0833|0.6664|0.9996|||||||||||||Monthly
80221|08/31/2020|0.0638632|0.491951|0.7449312|3.4194|0.0638632|0.491951|0.7449312|||||||||||||Monthly
80222|08/31/2020|0.1333|1.0664|1.5996|6.0537|0.1333|1.0664|1.5996|||||||||||||Monthly
80223|08/31/2020|0.1021965|0.7872398|1.192069|5.8844|0.1021965|0.7872398|1.192069|||||||||||||Monthly
80224|08/31/2020||||||||||||||||||||Annual
80225|08/31/2020||||||||||||||||||||Annual
80226|08/31/2020||||||||||||||||||||Annual
80227|08/31/2020|0.0833|0.6664|0.9996|3.7663|0.0833|0.6664|0.9996|||||||||||||Monthly
80228|08/31/2020||||||||||||||||||||Annual
80229|08/31/2020|0.0833|0.6664|0.9996|3.7457|0.0833|0.6664|0.9996|||||||||||||Monthly
80230|08/31/2020||||||||||||||||||||Annual
80231|08/31/2020|0.0833|0.6664|0.9996|3.7338|0.0833|0.6664|0.9996|||||||||||||Monthly
80232|08/31/2020||||||||||||||||||||Annual
80233|08/31/2020||||||||||||||||||||Annual
80234|08/31/2020||||||||||||||||||||Annual
80235|08/31/2020|0.0833|0.6664|0.9996|3.6623|0.0833|0.6664|0.9996|||||||||||||Monthly
80236|08/31/2020|0.1333|1.0664|1.5996|6.344|0.1333|1.0664|1.5996|||||||||||||Annual
80237|08/31/2020||||||||||||||||||||Annual
80238|08/31/2020|0.0833|0.6664|0.9996|3.6555|0.0833|0.6664|0.9996|||||||||||||Monthly
80239|08/31/2020||||||||||||||||||||Annual
80240|08/31/2020|0.0833|0.6664|0.9996|3.6288|0.0833|0.6664|0.9996|||||||||||||Monthly
80241|08/31/2020||||||||||||||||||||Annual
80242|08/31/2020|0.0833|0.6664|0.9996|3.6237|0.0833|0.6664|0.9996|||||||||||||Monthly
80243|08/31/2020||||||||||||||||||||Annual
80244|08/31/2020||||||||||||||||||||Annual
80245|08/31/2020|0.0833|0.6664|0.9996|3.7686|0.0833|0.6664|0.9996|||||||||||||Monthly
80246|08/31/2020|0.1333|1.0664|1.5996|6.5288|0.1333|1.0664|1.5996|||||||||||||Monthly
80247|08/31/2020|0.0833|0.6664|0.9996|3.7898|0.0833|0.6664|0.9996|||||||||||||Monthly
80248|08/31/2020|0.1333|1.0664|1.5996|6.5607|0.1333|1.0664|1.5996|||||||||||||Monthly
80249|08/31/2020|||0.1379|1.2733|||0.0468||||||0.0911|||||||Annual
80250|08/31/2020|||0.1599|1.4741|||0.0543||||||0.1056|||||||Annual
80251|08/31/2020|||0.175|1.6098|||0.0594||||||0.1156|||||||Annual
80252|08/31/2020|||0.18|1.6556|||0.0611||||||0.1189|||||||Annual
80253|08/31/2020|||0.2799|2.5622|||0.0949||||||0.185|||||||Annual
80254|08/31/2020|||0.2968|2.7117|||0.1007||||||0.1961|||||||Annual
80255|08/31/2020|||0.3024|2.7597|||0.1026||||||0.1998|||||||Annual
80263|08/31/2020|0.2677882|2.677585|4.0513298|3.5366||0.2677831|0.2677831|||||0.3570366|0.3570366||||0.2677882|2.0527653|3.4265101|Monthly
80266|08/31/2020|0.2665895|2.6658716|4.0353722|3.4891||0.2665883|0.2665883|||||0.3554509|0.3554509||||0.2665895|2.0438324|3.413333|Monthly
80276|08/31/2020|||0.013164|0.1316||||||||||||0.013164||||Monthly
80277|08/31/2020|0.0125|0.1|0.211452|2.0192||||||||||0.0125|0.1|0.211452||||Monthly
80278|08/31/2020|0.017|0.136|0.232441|2.0927||||||||||0.017|0.136|0.232441||||Monthly
80279|08/31/2020|0.017|0.136|0.288703|2.6238||||||||||0.017|0.136|0.288703||||Monthly
80280|08/31/2020|0.0215|0.172|0.236|2.1939||||||||||0.0215|0.172|0.236||||Monthly
80281|08/31/2020|0.021|0.168|0.233|2.2194||||||||||0.021|0.168|0.233||||Monthly
80283|08/31/2020|0.008|0.064|0.101361|0.9244||||||||||0.008|0.064|0.101361||||Monthly
80284|08/31/2020|0.0215|0.172|0.30451|2.8021||||||||||0.0215|0.172|0.30451||||Monthly
80285|08/31/2020|0.029|0.232|0.517445|5.6036||||||||||0.029|0.232|0.517445||||Monthly
80286|08/31/2020|0.0315|0.252|0.870247|8.5823||||||||||0.0315|0.252|0.870247||||Monthly
80287|08/31/2020|0.030336|0.239113|0.359266|4.519||||||||||0.030336|0.239113|0.359266||||Monthly
80288|08/31/2020|0.038|0.304|0.477478|5.0693||||||||||0.038|0.304|0.477478||||Monthly
80289|08/31/2020|||0.139466|1.4323|||||||||0.032824|||0.106642||||Quarterly
80290|08/31/2020|||0.52945|5.2198|||||||||0.342748|||0.186702||||Quarterly
80291|08/31/2020|0.025|0.2|0.617746|6.221|||||||||0.183709|0.025|0.2|0.434037||||Monthly
80292|08/31/2020||0.082283|0.151879|1.5699|||||||||||0.082283|0.151879||||Quarterly
80293|08/31/2020||0.064949|0.140323|1.4026||0.064949|0.106215|||||||||0.034108||||Quarterly
80294|08/31/2020||0.121067|0.390626|4.6015|||||||||0.145652||0.121067|0.244974||||Quarterly
80295|08/31/2020|||0.906864|9.3917|||||||||0.73585|||0.171014||||Annual
80296|08/31/2020|||0.247161|3.0953||||||||||||0.247161||||Annual
80297|08/31/2020|||0.166169|1.5824||||||||||||0.166169||||Annual
80298|08/31/2020||||||||||||||||||||Annual
80299|08/31/2020|||0.334362|3.2674|||||||||0.218407|||0.115955||||Annual
80300|08/31/2020|||0.546078|3.6874|||||||||0.546078|||||||Annual
80301|08/31/2020||||||||||||||||||||Annual
80302|08/31/2020|||0.247437|1.7497|||||||||0.246901|||0.000536||||Annual
80303|08/31/2020|||0.04818|0.3966||||||||||||0.04818||||Annual
80304|08/31/2020|||0.020591|0.144||||||||||||0.020591||||Annual
80305|08/31/2020|||0.273387|2.7715||||||||||||0.273387||||Annual
80307|08/31/2020|||0.159826|1.5765|||||||||0.075087|||0.084739||||Annual
80308|08/31/2020||||||||||||||||||||Annual
80309|08/31/2020|||0.299731|2.565|||||||||0.299731|||||||Annual
80310|08/31/2020|||0.100384|1.2838||||||||||||0.100384||||Annual
80311|08/31/2020|||0.138973|1.6047||||||||||||0.138973||||Annual
80312|08/31/2020|||0.49638|5.6394|||||||||0.334644|||0.161736||||Annual
80313|08/31/2020|||0.498956|4.9386|||||||||0.323731|||0.175225||||Annual
80318|08/31/2020|||0.11657|0.549|||0.11657|||||||||||||Annual
80321|08/31/2020|||0.085571|0.8621||||||||||||0.085571||||Annual
80323|08/31/2020|||0.165519|1.4299|||||||||0.0284|||0.137119||||Annual
80325|08/31/2020|0.023|0.184|0.2884302|3.4662|0.023|0.184|0.2884302|||||||||||||Annual
80326|08/31/2020|0.024|0.192|0.28|3.2803|0.024|0.192|0.28|||||||||||||Annual
80327|08/31/2020|||0.4064|3.6918|||0.1379||||||0.2685|||||||Annual
80328|08/31/2020||0.1355|0.3795|||0.1355|0.366||||||0.0135|||||||Monthly
80329|08/31/2020||0.0996148|0.2528354|||0.0996148|0.2424392||||||0.0103962|||||||Monthly
80330|08/31/2020|||0.0822||||0.0822|||||||||||||Annual
80331|08/31/2020|||0.0633014||||0.0633014|||||||||||||Monthly
80332|08/31/2020||||||||||||||||||||Annual
80334|08/31/2020|||0.137622|1.3968|||0.137622|||||||||||||Annual
80335|08/31/2020||||||||||||||||||||Annual
80336|08/31/2020|||0.029238|0.1358|||0.029238|||||||||||||Annual
80338|08/31/2020|0.029799|0.238392|0.383224|3.5668|0.029799|0.238392|0.383224|||||||||||||Monthly
80348|08/31/2020|0.009291|0.096132|0.129913|1.2785|0.009291|0.096132|0.129163||||||0.00075|||||||Monthly
80349|08/31/2020||||||||||||||||||||Annual
80351|08/31/2020||||||||||||||||||||Annual
80352|08/31/2020|0.039805|0.31844|0.692934|6.693|0.039805|0.31844|0.46844||||||0.224494|||||||Monthly
80353|08/31/2020|0.034718|0.277744|1.523176|16.6004|0.034718|0.277744|0.528042||||||0.995134|||||||Monthly
80358|08/31/2020||0.315|0.554|2.5529||0.315|0.554|||||||||||||Monthly
80359|08/31/2020||0.306|0.587|3.294||0.306|0.587|||||||||||||Monthly
80360|08/31/2020||0.322|0.563|2.4933||0.322|0.563|||||||||||||Monthly
80371|08/31/2020||||||||||||||||||||No Distribution
80372|08/31/2020||||||||||||||||||||No Distribution
80373|08/31/2020||||||||||||||||||||No Distribution
80374|08/31/2020||0.777159|1.183699||||0.34694|||||0.777159|0.836759|||||||No Distribution
80375|08/31/2020||||||||||||||||||||No Distribution
