FundataKey|FundservCode|LoadType|ServiceFeeRate|ServiceFeeFrequency
36053|CIG7672|Deferred Sales Charge (Back End Load)||
36053|CIG7672P|Deferred Sales Charge (Back End Load)||
36060|CIG7522|Initial Service Charge||
36060|CIG7522P|Initial Service Charge||
36060|CIG7572|Deferred Sales Charge (Back End Load)||
36060|CIG7572P|Deferred Sales Charge (Back End Load)||
36061|CIG7422|Initial Service Charge||
36061|CIG7422P|Initial Service Charge||
36061|CIG7472|Initial Service Charge||
36061|CIG7472P|Initial Service Charge||
36062|CIG7623|Initial Service Charge||
36062|CIG7623P|Initial Service Charge||
36062|CIG7673|Deferred Sales Charge (Back End Load)||
36062|CIG7673P|Deferred Sales Charge (Back End Load)||
36063|CIG7523|Initial Service Charge||
36063|CIG7523P|Initial Service Charge||
36063|CIG7573|Deferred Sales Charge (Back End Load)||
36063|CIG7573P|Deferred Sales Charge (Back End Load)||
36064|CIG7624|Initial Service Charge||
36064|CIG7624P|Initial Service Charge||
36064|CIG7674|Deferred Sales Charge (Back End Load)||
36064|CIG7674P|Deferred Sales Charge (Back End Load)||
36065|CIG7524|Initial Service Charge||
36065|CIG7524P|Front End Load||
36065|CIG7574|Deferred Sales Charge (Back End Load)||
36065|CIG7574P|Deferred Sales Charge (Back End Load)||
36083|MAC112|No Load||
36085|DYN1169|No Load||
36087|CGF139|Front End Load||
36087|CGF239|Deferred Sales Charge (Back End Load)||
36087|CGF339|Low Service Charge||
36088|CGF739|No Load||
36095|MAC113|No Load||
36096|MAC114|Front End Load||
36098|MAC212|No Load||
36129|DFA495|No Load||
36135|JHN836|Deferred Sales Charge (Back End Load)||
36139|SCL216|Deferred Sales Charge (Back End Load)||
36139|SCL316|Front End Load||
36139|SCL816|Low Service Charge||
36140|SCL736|No Load||
36156|JHN80536|Deferred Sales Charge (Back End Load)||
36157|JHN80520|Deferred Sales Charge (Back End Load)||
36158|JHN80504|Deferred Sales Charge (Back End Load)||
36163|JHN837|Deferred Sales Charge (Back End Load)||
36166|HKB614|No Load||
36169|BMO293|No Load||
36169|BMO70293|No Load||
36172|BMO85293|Deferred Sales Charge (Back End Load)||
36172|BMO86293|Low Service Charge||
36172|BMO87293|Front End Load||
36173|BMO68293|No Load||
36173|BMO88293|No Load||
36174|BMO85490|Deferred Sales Charge (Back End Load)||
36174|BMO86490|Low Service Charge||
36174|BMO87490|Front End Load||
36175|BMO68490|No Load||
36175|BMO88490|No Load||
36176|BMO85491|Deferred Sales Charge (Back End Load)||
36176|BMO86491|Low Service Charge||
36176|BMO87491|Front End Load||
36177|BMO68491|No Load||
36177|BMO88491|No Load||
36178|BMO85492|Deferred Sales Charge (Back End Load)||
36178|BMO86492|Low Service Charge||
36178|BMO87492|Front End Load||
36179|BMO68492|No Load||
36179|BMO88492|No Load||
36180|BMO85493|Deferred Sales Charge (Back End Load)||
36180|BMO86493|Low Service Charge||
36180|BMO87493|Front End Load||
36181|BMO68493|No Load||
36181|BMO88493|No Load||
36184|ACA718|No Load||
36185|ACA728|No Load||
36186|IAC840|Front End Load||
36186|IAC841|Deferred Sales Charge (Back End Load)||
36187|IAC842|Front End Load||
36187|IAC843|Deferred Sales Charge (Back End Load)||
36188|IAC850|Front End Load||
36188|IAC851|Deferred Sales Charge (Back End Load)||
36189|IAC852|Front End Load||
36189|IAC853|Deferred Sales Charge (Back End Load)||
36190|IAC860|Front End Load||
36190|IAC861|Deferred Sales Charge (Back End Load)||
36191|IAC862|Front End Load||
36191|IAC863|Deferred Sales Charge (Back End Load)||
36194|IAC730|Front End Load||
36194|IAC731|Deferred Sales Charge (Back End Load)||
36195|IAC1730|Front End Load||
36195|IAC1731|Deferred Sales Charge (Back End Load)||
36225|MMF1482|Deferred Sales Charge (Back End Load)||
36225|MMF1782|Low Service Charge||
36225|MMF49483|Deferred Sales Charge (Back End Load)||
36225|MMF49783|Low Service Charge||
36225|MMF9483|Deferred Sales Charge (Back End Load)||
36225|MMF9583|Front End Load||
36225|MMF9783|Low Service Charge||
36225|MMF9983|Low Service Charge||
36227|JHN80505|Deferred Sales Charge (Back End Load)||
36228|JHN80537|Deferred Sales Charge (Back End Load)||
36229|JHN80521|Deferred Sales Charge (Back End Load)||
36242|DYN1947|Front End Load||
36242|DYN1948|Low Service Charge||
36242|DYN1949|Deferred Sales Charge (Back End Load)||
36242|DYN7127|Low Service Charge||
36243|DYN1610|No Load||
36244|DYN1611|No Load||
36245|DYN1612|No Load||
36247|DYN1614|No Load||
36250|DYN1617|No Load||
36254|DYN1622|No Load||
36255|DYN1623|No Load||
36256|DYN1624|No Load||
36257|DYN1625|No Load||
36260|PCA8314|No Load||
36260|PCA8315|No Load||
36261|PCA8004|No Load||
36261|PCA8005|No Load||
36263|PCA8304|No Load||
36263|PCA8305|No Load||
36264|PCA8055|No Load||
36264|PCA8055A|No Load||
36266|PCA8355|No Load||
36266|PCA8355A|No Load||
36271|MIF1059|Deferred Sales Charge (Back End Load)||
36271|MIF1259|Front End Load||
36272|MGE1459|Front End Load||
36272|MGE1559|Deferred Sales Charge (Back End Load)||
36273|MIF1659|Front End Load||
36273|MIF1759|Deferred Sales Charge (Back End Load)||
36274|MGE1859|Front End Load||
36274|MGE1959|Deferred Sales Charge (Back End Load)||
36275|MGS2059|Front End Load||
36275|MGS2159|Deferred Sales Charge (Back End Load)||
36275|MGS2259|Low Service Charge||
36275|MGS2359|Front End Load||
36275|MGS2459|Deferred Sales Charge (Back End Load)||
36275|MGS2559|Low Service Charge||
36276|MGS2659|Front End Load||
36276|MGS2759|Front End Load||
36289|MGS2058|Front End Load||
36289|MGS2158|Deferred Sales Charge (Back End Load)||
36289|MGS2258|Low Service Charge||
36290|MGS2658|Front End Load||
36348|CIG50234|Front End Load||
36351|CIG54234|No Load||
36354|CIG55234|No Load||
36377|DYN1627|No Load||
36378|DYN1628|No Load||
36382|DYN1626|No Load||
36385|MGF5558|Chargeback||
36385|MGF8058|Front End Load||
36385|MGF8158|Deferred Sales Charge (Back End Load)||
36385|MGF8258|Low Service Charge||
36386|MGF8658|Front End Load||
36461|MCB6600|Front End Load||
36461|MCB6601|Deferred Sales Charge (Back End Load)||
36466|FRC174|Low Service Charge||
36466|FRC175|Front End Load||
36466|FRC176|Low Service Charge||
36466|FRC177|Front End Load||
36467|FRC3375|Front End Load||
36468|FRC178|Front End Load||
36468|FRC179|Front End Load||
36469|FRC180|Front End Load||
36469|FRC181|Front End Load||
36472|FRC186|No Load||
36473|FRC386|No Load||
36474|FRC187|No Load||
36475|FRC387|No Load||
36476|FRC188|No Load||
36477|FRC388|No Load||
36478|FRC189|No Load||
36479|FRC389|No Load||
36480|FRC190|Front End Load||
36480|FRC191|Low Service Charge||
36480|FRC192|Front End Load||
36480|FRC200|Low Service Charge||
36481|FRC390|Front End Load||
36482|FRC193|Front End Load||
36482|FRC194|Low Service Charge||
36482|FRC195|Front End Load||
36482|FRC204|Low Service Charge||
36483|FRC393|Front End Load||
36484|FRC196|Front End Load||
36484|FRC197|Low Service Charge||
36484|FRC198|Front End Load||
36484|FRC205|Low Service Charge||
36485|FRC396|Front End Load||
36486|FRC199|No Load||
36487|FRC3171|Low Service Charge||
36487|FRC3175|Front End Load||
36487|FRC3176|Low Service Charge||
36487|FRC3177|Front End Load||
36488|ATL025|No Load||
36489|FRC375|Front End Load||
36490|FRC3178|Front End Load||
36490|FRC3179|Front End Load||
36491|FRC3180|Front End Load||
36491|FRC3181|Front End Load||
36492|ATL028|No Load||
36493|FRC3182|Front End Load||
36493|FRC3183|Front End Load||
36494|FRC3184|Front End Load||
36494|FRC3185|Front End Load||
36495|FRC3186|No Load||
36496|FRC3386|No Load||
36497|FRC3187|No Load||
36498|FRC3387|No Load||
36499|FRC3188|No Load||
36500|FRC3388|No Load||
36501|FRC3189|No Load||
36502|FRC3389|No Load||
36503|ATL097|No Load||
36504|FRC3172|Low Service Charge||
36504|FRC3190|Front End Load||
36504|FRC3191|Low Service Charge||
36504|FRC3192|Front End Load||
36505|FRC3390|Front End Load||
36506|FRC3173|Low Service Charge||
36506|FRC3193|Front End Load||
36506|FRC3194|Low Service Charge||
36506|FRC3195|Front End Load||
36507|FRC3393|Front End Load||
36508|FRC3174|Low Service Charge||
36508|FRC3196|Front End Load||
36508|FRC3197|Low Service Charge||
36508|FRC3198|Front End Load||
36509|FRC3396|Front End Load||
36521|IMPL260|Deferred Sales Charge (Back End Load)||
36521|IMPL265|Deferred Sales Charge (Back End Load)||
36521|IMPL269|Front End Load||
36521|IMPM260|Deferred Sales Charge (Back End Load)||
36521|IMPM265|Deferred Sales Charge (Back End Load)||
36521|IMPM269|Front End Load||
36521|IMPS260|Deferred Sales Charge (Back End Load)||
36521|IMPS265|Deferred Sales Charge (Back End Load)||
36521|IMPS269|Front End Load||
36526|DON251|No Load||
36530|PHN666|No Load||
36530|RBF8666|No Load||
36549|MDM610|No Load||
36550|MDM620|No Load||
36551|MDM600|No Load||
36552|MDM630|No Load||
36554|JHN80506|Deferred Sales Charge (Back End Load)||
36568|NWT008|Front End Load||
36568|NWT508|Low Service Charge||
36568|NWT90108|Deferred Sales Charge (Back End Load)||
36572|NWT308|No Load||
36623|FAF6100|Deferred Sales Charge (Back End Load)||
36623|FAF6101|Low Service Charge||
36623|FAF6103|Front End Load||
36640|GOF503|No Load||
36640|GOF504|No Load||
36640|GOF603|No Load||
36640|GOF604|No Load||
36641|DJT00032|No Load||
36658|BMO71737|No Load||
36659|BMO71832|No Load||
36676|BMO71149|No Load||
36677|BMO71142|No Load||
36696|JHN80507|Deferred Sales Charge (Back End Load)||
36697|JHN80539|Deferred Sales Charge (Back End Load)||
36698|JHN80523|Deferred Sales Charge (Back End Load)||
36702|BMO71721|No Load||
36704|BMO71211|No Load||
36712|BMO83601|No Load||
36713|BMO22853|No Load||
36715|BMO83864|No Load||
36717|BMO71736|No Load||
36718|BMO22857|No Load||
36719|BMO83860|No Load||
36722|BMO71136|No Load||
36724|BMO71137|No Load||
36727|BMO71141|No Load||
36728|BMO71150|No Load||
36736|BMO71716|No Load||
36738|BMO71727|No Load||
36739|BMO71801|No Load||
36740|BMO71144|No Load||
36756|BMO83862|No Load||
36757|HKB7496|No Load||
36759|HKB7504|No Load||
36764|HKB7497|No Load||
36765|HKB7505|No Load||
36766|HKB7507|No Load||
36767|HKB17507|No Load||
36768|CFM111A|Front End Load||
36769|CFM111F|No Load||
36770|HKB7503|No Load||
36771|HKB17503|No Load||
36772|HKB7500|No Load||
36773|HKB17500|No Load||
36774|HKB7499|No Load||
36775|HKB17499|No Load||
36776|HKB7517|No Load||
36777|HKB17517|No Load||
36778|HKB7521|No Load||
36779|HKB17521|No Load||
36781|HKB7502|No Load||
36782|HKB17502|No Load||
36783|HKB7520|No Load||
36784|HKB17520|No Load||
36825|NRP901|Front End Load||
36825|NRP902|Low Service Charge||
36826|NRP900|No Load||
36833|CIG50036|Front End Load||
36834|CIG54036|No Load||
36835|CIG55036|No Load||
36837|CIG55230|No Load||
36845|CIG57919|Front End Load||
36884|FRC2101|Front End Load||
36885|FRC2106|No Load||
36886|FRC2115|Front End Load||
36887|FRC2120|No Load||
36902|FRC2122|Front End Load||
36903|FRC2127|No Load||
36904|FRC2153|Front End Load||
36905|FRC2158|No Load||
36906|FRC2129|Front End Load||
36907|FRC2140|No Load||
36908|FRC2141|No Load||
36909|FRC2142|No Load||
36910|FRC2143|No Load||
36911|FRC2144|Front End Load||
36912|FRC2147|Front End Load||
36913|FRC2150|Front End Load||
36914|FRC2179|Front End Load||
36915|FRC2184|No Load||
36916|FRC2164|No Load||
36917|FRC2165|No Load||
36918|FRC2169|Front End Load||
36919|FRC2166|Front End Load||
36920|FRC2108|Front End Load||
36921|FRC2113|No Load||
36922|FRC2136|Front End Load||
36923|FRC2139|No Load||
36924|JHN80508|Deferred Sales Charge (Back End Load)||
36926|JHN80524|No Load||
36934|FAF5800|Deferred Sales Charge (Back End Load)||
36934|FAF5801|Low Service Charge||
36934|FAF5803|Front End Load||
36935|FAF5805|No Load||
36937|BMG259|Front End Load||
36944|TML3442|No Load||
36944|TML5051|No Load||
36945|MAJ550|No Load||
36954|DYN2207|No Load||
36955|DYN2197|No Load||
36958|DYN2206|No Load||
36960|DYN2208|No Load||
36961|DYN2209|No Load||
36963|DYN2200|No Load||
36964|DYN2202|No Load||
36965|DYN2203|No Load||
36967|ACA758|No Load||
36968|DYN2204|No Load||
36969|DYN2201|No Load||
36970|DYN2198|No Load||
36971|DYN1942|Front End Load||
36971|DYN1943|Low Service Charge||
36971|DYN1944|Deferred Sales Charge (Back End Load)||
36971|DYN7109|Low Service Charge||
36972|TDB2160|No Load||
36973|TDB2161|Initial Service Charge||
36973|TDB2162|Deferred Sales Charge (Back End Load)||
36973|TDB2163|Low Service Charge||
36973|TDB2164|Low Service Charge||
36974|TDB2165|No Load||
36975|TDB2180|No Load||
36976|TDB2181|Initial Service Charge||
36976|TDB2182|Deferred Sales Charge (Back End Load)||
36976|TDB2183|Low Service Charge||
36976|TDB2184|Low Service Charge||
36977|TDB2185|No Load||
36981|TDB2220|No Load||
36982|TDB2221|Initial Service Charge||
36982|TDB2222|Deferred Sales Charge (Back End Load)||
36982|TDB2223|Low Service Charge||
36982|TDB2224|Low Service Charge||
36983|TDB2225|No Load||
36987|TDB2260|No Load||
36988|TDB2261|Initial Service Charge||
36988|TDB2262|Deferred Sales Charge (Back End Load)||
36988|TDB2263|Low Service Charge||
36988|TDB2264|Low Service Charge||
36989|TDB2265|No Load||
36990|TDB2280|No Load||
36991|TDB2281|Initial Service Charge||
36991|TDB2282|Deferred Sales Charge (Back End Load)||
36991|TDB2283|Low Service Charge||
36991|TDB2284|Low Service Charge||
36992|TDB2285|No Load||
36993|TDB2300|No Load||
36994|TDB2301|Initial Service Charge||
36994|TDB2302|Deferred Sales Charge (Back End Load)||
36994|TDB2303|Low Service Charge||
36994|TDB2304|Low Service Charge||
36995|TDB2305|No Load||
36996|TDB2320|No Load||
36997|TDB2321|Initial Service Charge||
36997|TDB2322|Deferred Sales Charge (Back End Load)||
36997|TDB2323|Low Service Charge||
36997|TDB2324|Low Service Charge||
36998|TDB2325|No Load||
37005|TDB2380|No Load||
37006|TDB2381|Initial Service Charge||
37006|TDB2382|Deferred Sales Charge (Back End Load)||
37006|TDB2383|Low Service Charge||
37006|TDB2384|Low Service Charge||
37007|TDB2385|No Load||
37011|TDB2420|No Load||
37012|TDB2421|Initial Service Charge||
37012|TDB2422|Deferred Sales Charge (Back End Load)||
37012|TDB2423|Low Service Charge||
37012|TDB2424|Low Service Charge||
37013|TDB2425|No Load||
37014|TDB2030|No Load||
37015|TDB2031|Initial Service Charge||
37016|TDB2035|No Load||
37017|TDB2001|No Load||
37018|TDB2002|No Load||
37019|TDB2003|No Load||
37020|TDB2004|No Load||
37021|TDB2005|No Load||
37022|PHN380|No Load||
37022|RBF1380|No Load||
37023|PHN3380|No Load||
37023|RBF7380|No Load||
37024|PHN5380|No Load||
37024|RBF5380|No Load||
37025|PHN385|No Load||
37025|RBF8385|No Load||
37030|NBC449|Initial Service Charge||
37031|NBC549|Deferred Sales Charge (Back End Load)||
37032|NBC649|Low Service Charge||
37055|MFC3743|Front End Load||
37055|MFC4222|Deferred Sales Charge (Back End Load)||
37055|MFC4230|Low Service Charge||
37055|MFC7195|Low Service Charge||
37056|MFC3744|No Load||
37058|MFC3746|Front End Load||
37059|MFC3747|Front End Load||
37060|MFC3748|Front End Load||
37060|MFC4223|Deferred Sales Charge (Back End Load)||
37060|MFC4231|Low Service Charge||
37060|MFC7196|Low Service Charge||
37063|MFC3749|No Load||
37064|MFC3750|Front End Load||
37065|MFC3751|Front End Load||
37066|MFC3752|Front End Load||
37080|BMO490|No Load||
37080|BMO70490|No Load||
37081|BMO491|No Load||
37081|BMO70491|No Load||
37082|BMO492|No Load||
37082|BMO70492|No Load||
37083|BMO493|No Load||
37083|BMO70493|No Load||
37086|CGV402|No Load||
37087|CGV502|No Load||
37088|ECF7046|Front End Load||
37088|ECF7246|Deferred Sales Charge (Back End Load)||
37088|ECF7546|Deferred Sales Charge (Back End Load)||
37089|ECF8046|Front End Load||
37090|ECF7051|Front End Load||
37090|ECF7251|Deferred Sales Charge (Back End Load)||
37090|ECF7551|Deferred Sales Charge (Back End Load)||
37091|ECF8051|Front End Load||
37092|NBC849|No Load||
37093|NBC749|No Load||
37094|IGI785|Deferred Sales Charge (Back End Load)||
37094|IGI786|No Load||
37095|IGI787|Deferred Sales Charge (Back End Load)||
37096|IGI788|No Load||
37097|IGI789|Deferred Sales Charge (Back End Load)||
37098|IGI790|No Load||
37107|JHN80509|Deferred Sales Charge (Back End Load)||
37108|JHN80525|Deferred Sales Charge (Back End Load)||
37110|FRC556|No Load||
37111|FRC778|No Load||
37117|NPP019|Front End Load||
37118|NPP119|No Load||
37119|NPP219|No Load||
37120|NPP018|Front End Load||
37120|NPP318|Low Service Charge||
37121|NPP118|No Load||
37122|NPP218|Front End Load||
37123|NPP418|Front End Load||
37123|NPP518|Low Service Charge||
37132|CCM483|Front End Load||
37132|CCM484|Deferred Sales Charge (Back End Load)||
37132|CCM485|Low Service Charge||
37133|CCM486|No Load||
37134|CCM481|No Load||
37135|CCM482|No Load||
37136|CCM475|Front End Load||
37136|CCM476|Deferred Sales Charge (Back End Load)||
37136|CCM477|Low Service Charge||
37137|CCM478|Front End Load||
37137|CCM479|Deferred Sales Charge (Back End Load)||
37137|CCM480|Low Service Charge||
37138|CCM964|No Load||
37139|CCM3064|Front End Load||
37139|CCM3065|Deferred Sales Charge (Back End Load)||
37139|CCM3066|Low Service Charge||
37140|CCM3067|No Load||
37155|MAX1214|Front End Load||
37155|MAX1314|Deferred Sales Charge (Back End Load)||
37155|MAX1414|Low Service Charge||
37156|MAX2215|Front End Load||
37157|MAX1216|Front End Load||
37157|MAX1316|Deferred Sales Charge (Back End Load)||
37157|MAX1416|Low Service Charge||
37158|MAX2217|Front End Load||
37159|DFA511|No Load||
37160|DFA512|No Load||
37177|FRC2230|Front End Load||
37179|FRC2232|Front End Load||
37180|FRC2234|No Load||
37181|FRC2235|No Load||
37187|FRC2033|Low Service Charge||
37187|FRC2236|Front End Load||
37187|FRC2237|No Load||
37187|FRC2238|Low Service Charge||
37189|FRC2034|Low Service Charge||
37189|FRC2239|Front End Load||
37189|FRC2240|Front End Load||
37189|FRC2241|Low Service Charge||
37190|MIP710|No Load||
37191|MIP810|No Load||
37192|FRC2334|No Load||
37193|FRC2335|No Load||
37194|FRC2336|Front End Load||
37195|FRC2339|Front End Load||
37215|AGF161|No Load||
37218|EDG1081|Front End Load||
37219|EDG3081|Low Service Charge||
37220|EDG5081|No Load||
37220|EDG6081|No Load||
37221|EDG1881|Front End Load||
37225|EDG3881|Low Service Charge||
37226|EDG5881|No Load||
37226|EDG6881|No Load||
37230|EDG1001|Front End Load||
37231|EDG3001|Low Service Charge||
37232|EDG5001|No Load||
37232|EDG6001|No Load||
37233|EDG1801|Front End Load||
37234|EDG3801|Low Service Charge||
37235|EDG5801|No Load||
37235|EDG6801|No Load||
37244|ATL032|No Load||
37245|CGF524|No Load||
