FundataKey|FundservCode|LoadType|ServiceFeeRate|ServiceFeeFrequency
60119|SLFSP167|Front End Load||
60119|SLFSP267|Deferred Sales Charge (Back End Load)||
60119|SLFSP367|Low Service Charge||
60120|SLFSP667|No Load||
60121|SLFSI123|Front End Load||
60121|SLFSI223|Deferred Sales Charge (Back End Load)||
60121|SLFSI323|Low Service Charge||
60122|SLFSI119|Front End Load||
60122|SLFSI219|Deferred Sales Charge (Back End Load)||
60122|SLFSI319|Low Service Charge||
60124|SLFSI127|Front End Load||
60124|SLFSI227|Deferred Sales Charge (Back End Load)||
60124|SLFSI327|Low Service Charge||
60125|SLFSI102|Front End Load||
60125|SLFSI202|Deferred Sales Charge (Back End Load)||
60125|SLFSI302|Low Service Charge||
60126|SLFSI104|Front End Load||
60126|SLFSI204|Deferred Sales Charge (Back End Load)||
60126|SLFSI304|Low Service Charge||
60127|SLFSI103|Front End Load||
60127|SLFSI203|Deferred Sales Charge (Back End Load)||
60127|SLFSI303|Low Service Charge||
60128|SLFSI105|Front End Load||
60128|SLFSI205|Deferred Sales Charge (Back End Load)||
60128|SLFSI305|Low Service Charge||
60129|SLFSI106|Front End Load||
60129|SLFSI206|Deferred Sales Charge (Back End Load)||
60129|SLFSI306|Low Service Charge||
60131|SLFSI129|Front End Load||
60131|SLFSI229|Deferred Sales Charge (Back End Load)||
60131|SLFSI329|Low Service Charge||
60132|SLFSI130|Front End Load||
60132|SLFSI230|Deferred Sales Charge (Back End Load)||
60132|SLFSI330|Low Service Charge||
60133|SLFSI141|Front End Load||
60133|SLFSI241|Deferred Sales Charge (Back End Load)||
60133|SLFSI341|Low Service Charge||
60135|SLFSI111|Front End Load||
60135|SLFSI211|Deferred Sales Charge (Back End Load)||
60135|SLFSI311|Low Service Charge||
60136|SLFSI110|Front End Load||
60136|SLFSI210|Deferred Sales Charge (Back End Load)||
60136|SLFSI310|Low Service Charge||
60137|SLFSI109|Front End Load||
60137|SLFSI209|Deferred Sales Charge (Back End Load)||
60137|SLFSI309|Low Service Charge||
60138|SLFSI112|Front End Load||
60138|SLFSI212|Deferred Sales Charge (Back End Load)||
60138|SLFSI312|Low Service Charge||
60139|SLFSI113|Front End Load||
60139|SLFSI213|Deferred Sales Charge (Back End Load)||
60139|SLFSI313|Low Service Charge||
60140|SLFSI146|Front End Load||
60140|SLFSI246|Deferred Sales Charge (Back End Load)||
60140|SLFSI346|Low Service Charge||
60141|SLFSI114|Front End Load||
60141|SLFSI214|Deferred Sales Charge (Back End Load)||
60141|SLFSI314|Low Service Charge||
60142|SLFSI115|Front End Load||
60142|SLFSI215|Deferred Sales Charge (Back End Load)||
60142|SLFSI315|Low Service Charge||
60143|SLFSI148|Front End Load||
60143|SLFSI248|Deferred Sales Charge (Back End Load)||
60143|SLFSI348|Low Service Charge||
60147|SLFSI117|Front End Load||
60147|SLFSI217|Deferred Sales Charge (Back End Load)||
60147|SLFSI317|Low Service Charge||
60148|SLFSI151|Front End Load||
60148|SLFSI251|Deferred Sales Charge (Back End Load)||
60148|SLFSI351|Low Service Charge||
60149|SLFSI152|Front End Load||
60149|SLFSI252|Deferred Sales Charge (Back End Load)||
60149|SLFSI352|Low Service Charge||
60150|SLFSI131|Front End Load||
60150|SLFSI231|Deferred Sales Charge (Back End Load)||
60150|SLFSI331|Low Service Charge||
60150|SLFSI731|Chargeback||
60151|SLFSI133|Front End Load||
60151|SLFSI233|Deferred Sales Charge (Back End Load)||
60151|SLFSI333|Low Service Charge||
60152|SLFSI134|Front End Load||
60152|SLFSI234|Deferred Sales Charge (Back End Load)||
60152|SLFSI334|Low Service Charge||
60153|SLFSI135|Front End Load||
60153|SLFSI235|Deferred Sales Charge (Back End Load)||
60153|SLFSI335|Low Service Charge||
60154|SLFSI136|Front End Load||
60154|SLFSI236|Deferred Sales Charge (Back End Load)||
60154|SLFSI336|Low Service Charge||
60155|SLFSI137|Front End Load||
60155|SLFSI237|Deferred Sales Charge (Back End Load)||
60155|SLFSI337|Low Service Charge||
60156|SLFSI101|Front End Load||
60156|SLFSI201|Deferred Sales Charge (Back End Load)||
60156|SLFSI301|Low Service Charge||
60159|SLFSI126|Front End Load||
60159|SLFSI226|Deferred Sales Charge (Back End Load)||
60159|SLFSI326|Low Service Charge||
60160|SLFSI164|No Load||
60160|SLFSI264|No Load||
60160|SLFSI364|Low Service Charge||
60161|SLFSI140|Front End Load||
60161|SLFSI240|Deferred Sales Charge (Back End Load)||
60161|SLFSI340|Low Service Charge||
60162|SLFSI143|Front End Load||
60162|SLFSI243|Deferred Sales Charge (Back End Load)||
60162|SLFSI343|Low Service Charge||
60163|SLFSI144|Front End Load||
60163|SLFSI244|Deferred Sales Charge (Back End Load)||
60163|SLFSI344|Low Service Charge||
60164|SLFSI147|Front End Load||
60164|SLFSI247|Deferred Sales Charge (Back End Load)||
60164|SLFSI347|Low Service Charge||
60165|SLFSI153|Front End Load||
60165|SLFSI253|Deferred Sales Charge (Back End Load)||
60165|SLFSI353|Low Service Charge||
60166|SLFSI145|Front End Load||
60166|SLFSI245|Deferred Sales Charge (Back End Load)||
60166|SLFSI345|Low Service Charge||
60167|SLFSI150|Front End Load||
60167|SLFSI250|Deferred Sales Charge (Back End Load)||
60167|SLFSI350|Low Service Charge||
60169|SLFSI154|Front End Load||
60169|SLFSI254|Deferred Sales Charge (Back End Load)||
60169|SLFSI354|Low Service Charge||
60170|SLFSI132|Front End Load||
60170|SLFSI232|Deferred Sales Charge (Back End Load)||
60170|SLFSI332|Low Service Charge||
60171|SLFSI120|Front End Load||
60171|SLFSI220|Deferred Sales Charge (Back End Load)||
60171|SLFSI320|Low Service Charge||
60172|SLFSI118|Front End Load||
60172|SLFSI218|Deferred Sales Charge (Back End Load)||
60172|SLFSI318|Low Service Charge||
60173|SLFSI155|Front End Load||
60173|SLFSI255|Deferred Sales Charge (Back End Load)||
60173|SLFSI355|Low Service Charge||
60175|SLFSI121|Front End Load||
60175|SLFSI221|Deferred Sales Charge (Back End Load)||
60175|SLFSI321|Low Service Charge||
60176|SLFSI122|Front End Load||
60176|SLFSI222|Deferred Sales Charge (Back End Load)||
60176|SLFSI322|Low Service Charge||
60179|SLFSI165|Front End Load||
60179|SLFSI265|Deferred Sales Charge (Back End Load)||
60179|SLFSI365|Low Service Charge||
60180|SLFSI166|Front End Load||
60180|SLFSI266|Deferred Sales Charge (Back End Load)||
60180|SLFSI366|Low Service Charge||
60181|SLFSI157|Front End Load||
60181|SLFSI257|Deferred Sales Charge (Back End Load)||
60181|SLFSI357|Low Service Charge||
60182|SLFSI158|Front End Load||
60182|SLFSI258|Deferred Sales Charge (Back End Load)||
60182|SLFSI358|Low Service Charge||
60223|SLFSI623|No Load||
60224|SLFSI619|No Load||
60226|SLFSI627|No Load||
60227|SLFSI633|No Load||
60228|SLFSI602|No Load||
60229|SLFSI604|No Load||
60230|SLFSI603|No Load||
60231|SLFSI605|No Load||
60232|SLFSI606|No Load||
60234|SLFSI629|No Load||
60235|SLFSI630|No Load||
60236|SLFSI641|No Load||
60238|SLFSI611|No Load||
60239|SLFSI610|No Load||
60240|SLFSI609|No Load||
60241|SLFSI612|No Load||
60242|SLFSI613|No Load||
60243|SLFSI646|No Load||
60244|SLFSI614|No Load||
60245|SLFSI615|No Load||
60246|SLFSI648|No Load||
60250|SLFSI617|No Load||
60251|SLFSI651|No Load||
60252|SLFSI652|No Load||
60253|SLFSI631|No Load||
60254|SLFSI634|No Load||
60255|SLFSI635|No Load||
60256|SLFSI636|No Load||
60257|SLFSI637|No Load||
60258|SLFSI601|No Load||
60261|SLFSI626|No Load||
60262|SLFSI664|No Load||
60263|SLFSI640|No Load||
60264|SLFSI643|No Load||
60265|SLFSI644|No Load||
60266|SLFSI647|No Load||
60267|SLFSI653|No Load||
60268|SLFSI645|No Load||
60269|SLFSI650|No Load||
60271|SLFSI654|No Load||
60272|SLFSI632|No Load||
60273|SLFSI620|No Load||
60274|SLFSI618|No Load||
60275|SLFSI655|No Load||
60277|SLFSI621|No Load||
60278|SLFSI622|No Load||
60281|SLFSI665|No Load||
60282|SLFSI666|No Load||
60283|SLFSI657|No Load||
60284|SLFSI658|No Load||
60286|SLFSI523|Front End Load||
60288|SLFSI527|Front End Load||
60290|SLFSI529|Front End Load||
60291|SLFSI530|Front End Load||
60292|SLFSI541|Front End Load||
60294|SLFSI546|Front End Load||
60295|SLFSI548|Front End Load||
60299|SLFSI551|Front End Load||
60300|SLFSI552|Front End Load||
60301|SLFSI531|Front End Load||
60302|SLFSI533|Front End Load||
60303|SLFSI534|Front End Load||
60304|SLFSI535|Front End Load||
60305|SLFSI536|Front End Load||
60306|SLFSI537|Front End Load||
60309|SLFSI526|Front End Load||
60310|SLFSI540|Front End Load||
60311|SLFSI543|Front End Load||
60312|SLFSI544|Front End Load||
60313|SLFSI547|Front End Load||
60314|SLFSI553|Front End Load||
60315|SLFSI545|Front End Load||
60316|SLFSI550|Front End Load||
60317|SLFSI554|Front End Load||
60318|SLFSI532|Front End Load||
60319|SLFSI555|Front End Load||
60321|SLFSI521|Front End Load||
60322|SLFSI522|Front End Load||
60325|SLFAG123|Front End Load||
60325|SLFAG223|Deferred Sales Charge (Back End Load)||
60325|SLFAG323|Low Service Charge||
60327|SLFAG127|Front End Load||
60327|SLFAG227|Deferred Sales Charge (Back End Load)||
60327|SLFAG327|Low Service Charge||
60330|SLFAG170|Front End Load||
60330|SLFAG270|Deferred Sales Charge (Back End Load)||
60330|SLFAG370|Low Service Charge||
60331|SLFAG104|Front End Load||
60331|SLFAG204|Deferred Sales Charge (Back End Load)||
60331|SLFAG304|Low Service Charge||
60332|SLFAG171|Front End Load||
60332|SLFAG271|Deferred Sales Charge (Back End Load)||
60332|SLFAG371|Low Service Charge||
60333|SLFAG106|Front End Load||
60333|SLFAG206|Deferred Sales Charge (Back End Load)||
60333|SLFAG306|Low Service Charge||
60334|SLFAG110|Front End Load||
60334|SLFAG210|Deferred Sales Charge (Back End Load)||
60334|SLFAG310|Low Service Charge||
60335|SLFAG109|Front End Load||
60335|SLFAG209|Deferred Sales Charge (Back End Load)||
60335|SLFAG309|Low Service Charge||
60338|SLFAG131|Front End Load||
60338|SLFAG231|Deferred Sales Charge (Back End Load)||
60338|SLFAG331|Low Service Charge||
60339|SLFAG133|Front End Load||
60339|SLFAG233|Deferred Sales Charge (Back End Load)||
60339|SLFAG333|Low Service Charge||
60340|SLFAG134|Front End Load||
60340|SLFAG234|Deferred Sales Charge (Back End Load)||
60340|SLFAG334|Low Service Charge||
60341|SLFAG135|Front End Load||
60341|SLFAG235|Deferred Sales Charge (Back End Load)||
60341|SLFAG335|Low Service Charge||
60342|SLFAG136|Front End Load||
60342|SLFAG236|Deferred Sales Charge (Back End Load)||
60342|SLFAG336|Low Service Charge||
60343|SLFAG137|Front End Load||
60343|SLFAG237|Deferred Sales Charge (Back End Load)||
60343|SLFAG337|Low Service Charge||
60344|SLFAG164|Front End Load||
60344|SLFAG264|Deferred Sales Charge (Back End Load)||
60344|SLFAG364|Low Service Charge||
60345|SLFAG174|Front End Load||
60345|SLFAG274|Deferred Sales Charge (Back End Load)||
60345|SLFAG374|Low Service Charge||
60347|SLFAG140|Front End Load||
60347|SLFAG240|Deferred Sales Charge (Back End Load)||
60347|SLFAG340|Low Service Charge||
60348|SLFAG153|Front End Load||
60348|SLFAG253|Deferred Sales Charge (Back End Load)||
60348|SLFAG353|Low Service Charge||
60349|SLFAG145|Front End Load||
60349|SLFAG245|Deferred Sales Charge (Back End Load)||
60349|SLFAG345|Low Service Charge||
60350|SLFAG176|Front End Load||
60350|SLFAG276|Deferred Sales Charge (Back End Load)||
60350|SLFAG376|Low Service Charge||
60351|SLFAG177|Front End Load||
60351|SLFAG277|Deferred Sales Charge (Back End Load)||
60351|SLFAG377|Low Service Charge||
60352|SLFAG178|Front End Load||
60352|SLFAG278|Deferred Sales Charge (Back End Load)||
60352|SLFAG378|Low Service Charge||
60353|SLFAG179|Front End Load||
60353|SLFAG279|Deferred Sales Charge (Back End Load)||
60353|SLFAG379|Low Service Charge||
60354|SLFAG180|Front End Load||
60354|SLFAG280|Deferred Sales Charge (Back End Load)||
60354|SLFAG380|Low Service Charge||
60355|SLFAG132|Front End Load||
60355|SLFAG232|Deferred Sales Charge (Back End Load)||
60355|SLFAG332|Low Service Charge||
60357|SLFAG118|Front End Load||
60357|SLFAG218|Deferred Sales Charge (Back End Load)||
60357|SLFAG318|Low Service Charge||
60360|SLFAG165|Front End Load||
60360|SLFAG265|Deferred Sales Charge (Back End Load)||
60360|SLFAG365|Low Service Charge||
60361|SLFAG166|Front End Load||
60361|SLFAG266|Deferred Sales Charge (Back End Load)||
60361|SLFAG366|Low Service Charge||
60362|SLFAG157|Front End Load||
60362|SLFAG257|Deferred Sales Charge (Back End Load)||
60362|SLFAG357|Low Service Charge||
60363|SLFAG158|Front End Load||
60363|SLFAG258|Deferred Sales Charge (Back End Load)||
60363|SLFAG358|Low Service Charge||
60389|SLFAG623|No Load||
60391|SLFAG627|No Load||
60394|SLFAG670|No Load||
60395|SLFAG604|No Load||
60396|SLFAG671|No Load||
60397|SLFAG606|No Load||
60398|SLFAG610|No Load||
60399|SLFAG609|No Load||
60402|SLFAG631|No Load||
60403|SLFAG633|No Load||
60404|SLFAG634|No Load||
60405|SLFAG635|No Load||
60406|SLFAG636|No Load||
60407|SLFAG637|No Load||
60408|SLFAG664|No Load||
60409|SLFAG674|No Load||
60411|SLFAG640|No Load||
60412|SLFAG653|No Load||
60413|SLFAG645|No Load||
60414|SLFAG676|No Load||
60415|SLFAG677|No Load||
60416|SLFAG678|No Load||
60417|SLFAG679|No Load||
60418|SLFAG680|No Load||
60419|SLFAG632|No Load||
60421|SLFAG618|No Load||
60424|SLFAG665|No Load||
60425|SLFAG666|No Load||
60426|SLFAG657|No Load||
60427|SLFAG658|No Load||
60428|SLFAG523|Front End Load||
60430|SLFAG527|Front End Load||
60434|SLFAG531|Front End Load||
60435|SLFAG533|Front End Load||
60436|SLFAG534|Front End Load||
60437|SLFAG535|Front End Load||
60438|SLFAG536|Front End Load||
60439|SLFAG537|Front End Load||
60440|SLFAG574|Front End Load||
60442|SLFAG540|Front End Load||
60443|SLFAG553|Front End Load||
60444|SLFAG545|Front End Load||
60445|SLFAG576|Front End Load||
60446|SLFAG577|Front End Load||
60447|SLFAG578|Front End Load||
60448|SLFAG579|Front End Load||
60449|SLFAG580|Front End Load||
60450|SLFAG532|Front End Load||
60453|SLFSS123|Front End Load||
60453|SLFSS223|Deferred Sales Charge (Back End Load)||
60453|SLFSS323|Low Service Charge||
60455|SLFSS127|Front End Load||
60455|SLFSS227|Deferred Sales Charge (Back End Load)||
60455|SLFSS327|Low Service Charge||
60457|SLFSS146|Front End Load||
60457|SLFSS246|Deferred Sales Charge (Back End Load)||
60457|SLFSS346|Low Service Charge||
60458|SLFSS152|Front End Load||
60458|SLFSS252|Deferred Sales Charge (Back End Load)||
60458|SLFSS352|Low Service Charge||
60459|SLFSS131|Front End Load||
60459|SLFSS231|Deferred Sales Charge (Back End Load)||
60459|SLFSS331|Low Service Charge||
60460|SLFSS133|Front End Load||
60460|SLFSS233|Deferred Sales Charge (Back End Load)||
60460|SLFSS333|Low Service Charge||
60461|SLFSS134|Front End Load||
60461|SLFSS234|Deferred Sales Charge (Back End Load)||
60461|SLFSS334|Low Service Charge||
60462|SLFSS135|Front End Load||
60462|SLFSS235|Deferred Sales Charge (Back End Load)||
60462|SLFSS335|Low Service Charge||
60463|SLFSS136|Front End Load||
60463|SLFSS236|Deferred Sales Charge (Back End Load)||
60463|SLFSS336|Low Service Charge||
60464|SLFSS137|Front End Load||
60464|SLFSS237|Deferred Sales Charge (Back End Load)||
60464|SLFSS337|Low Service Charge||
60466|SLFSS126|Front End Load||
60466|SLFSS226|Deferred Sales Charge (Back End Load)||
60466|SLFSS326|Low Service Charge||
60467|SLFSS164|Front End Load||
60467|SLFSS264|Deferred Sales Charge (Back End Load)||
60467|SLFSS364|Low Service Charge||
60468|SLFSS140|Front End Load||
60468|SLFSS240|Deferred Sales Charge (Back End Load)||
60468|SLFSS340|Low Service Charge||
60469|SLFSS153|Front End Load||
60469|SLFSS253|Deferred Sales Charge (Back End Load)||
60469|SLFSS353|Low Service Charge||
60470|SLFSS145|Front End Load||
60470|SLFSS245|Deferred Sales Charge (Back End Load)||
60470|SLFSS345|Low Service Charge||
60471|SLFSS132|Front End Load||
60471|SLFSS232|Deferred Sales Charge (Back End Load)||
60471|SLFSS332|Low Service Charge||
60472|SLFSS165|Front End Load||
60472|SLFSS265|Deferred Sales Charge (Back End Load)||
60472|SLFSS365|Low Service Charge||
60473|SLFSS166|Front End Load||
60473|SLFSS266|Deferred Sales Charge (Back End Load)||
60473|SLFSS366|Low Service Charge||
60492|SLFSS623|No Load||
60494|SLFSS627|No Load||
60496|SLFSS646|No Load||
60497|SLFSS652|No Load||
60498|SLFSS631|No Load||
60499|SLFSS633|No Load||
60500|SLFSS634|No Load||
60501|SLFSS635|No Load||
60502|SLFSS636|No Load||
60503|SLFSS637|No Load||
60505|SLFSS626|No Load||
60506|SLFSS664|No Load||
60507|SLFSS640|No Load||
60508|SLFSS653|No Load||
60509|SLFSS645|No Load||
60510|SLFSS632|No Load||
60511|SLFSS665|No Load||
60512|SLFSS666|No Load||
60513|SLFSS523|Front End Load||
60515|SLFSS527|Front End Load||
60517|SLFSS546|Front End Load||
60518|SLFSS552|Front End Load||
60519|SLFSS531|Front End Load||
60520|SLFSS533|Front End Load||
60521|SLFSS534|Front End Load||
60522|SLFSS535|Front End Load||
60523|SLFSS536|Front End Load||
60524|SLFSS537|Front End Load||
60526|SLFSS526|Front End Load||
60527|SLFSS540|Front End Load||
60528|SLFSS553|Front End Load||
60529|SLFSS545|Front End Load||
60530|SLFSS532|Front End Load||
60540|JHN8185|No Load||
60541|SLFSP166|Front End Load||
60541|SLFSP266|Deferred Sales Charge (Back End Load)||
60541|SLFSP366|Low Service Charge||
60542|SLFSP666|No Load||
60551|ECF11010|Front End Load||
60551|ECF11210|Low Service Charge||
60551|ECF11310|Chargeback||
60551|ECF11510|Deferred Sales Charge (Back End Load)||
60552|ECF11020|Front End Load||
60552|ECF11220|Low Service Charge||
60552|ECF11320|Chargeback||
60552|ECF11520|Deferred Sales Charge (Back End Load)||
60553|ECF11025|Front End Load||
60553|ECF11225|Low Service Charge||
60553|ECF11325|Chargeback||
60553|ECF11525|Deferred Sales Charge (Back End Load)||
60554|ECF11035|Front End Load||
60554|ECF11235|Low Service Charge||
60554|ECF11335|Chargeback||
60554|ECF11535|Deferred Sales Charge (Back End Load)||
60555|ECF11040|Front End Load||
60555|ECF11240|Low Service Charge||
60555|ECF11340|Chargeback||
60555|ECF11540|Deferred Sales Charge (Back End Load)||
60556|ECF11046|Front End Load||
60556|ECF11246|Low Service Charge||
60556|ECF11346|Chargeback||
60556|ECF11546|Deferred Sales Charge (Back End Load)||
60557|ECF11045|Front End Load||
60557|ECF11245|Low Service Charge||
60557|ECF11345|Chargeback||
60557|ECF11545|Deferred Sales Charge (Back End Load)||
60558|JHN8300|Deferred Sales Charge (Back End Load)||
60561|NBC1639|Deferred Sales Charge (Back End Load)||
60562|ECF11047|Front End Load||
60562|ECF11247|Low Service Charge||
60562|ECF11347|Chargeback||
60562|ECF11547|Deferred Sales Charge (Back End Load)||
60563|ECF11050|Front End Load||
60563|ECF11250|Low Service Charge||
60563|ECF11350|Chargeback||
60563|ECF11550|Deferred Sales Charge (Back End Load)||
60565|ECF11055|Front End Load||
60565|ECF11255|Low Service Charge||
60565|ECF11355|Chargeback||
60565|ECF11555|Deferred Sales Charge (Back End Load)||
60566|ECF11070|Front End Load||
60566|ECF11270|Low Service Charge||
60566|ECF11370|Chargeback||
60566|ECF11570|Deferred Sales Charge (Back End Load)||
60567|ECF11075|Front End Load||
60567|ECF11275|Low Service Charge||
60567|ECF11375|Chargeback||
60567|ECF11575|Deferred Sales Charge (Back End Load)||
60568|ECF11060|Front End Load||
60568|ECF11260|Low Service Charge||
60568|ECF11360|Chargeback||
60568|ECF11560|Deferred Sales Charge (Back End Load)||
60569|ECF11079|Front End Load||
60569|ECF11279|Low Service Charge||
60569|ECF11379|Chargeback||
60569|ECF11579|Deferred Sales Charge (Back End Load)||
60571|ECF11081|Front End Load||
60571|ECF11281|Low Service Charge||
60571|ECF11381|Chargeback||
60571|ECF11581|Deferred Sales Charge (Back End Load)||
60572|ECF11083|Front End Load||
60572|ECF11283|Low Service Charge||
60572|ECF11383|Chargeback||
60572|ECF11583|Deferred Sales Charge (Back End Load)||
60573|JHN80465|Deferred Sales Charge (Back End Load)||
60574|ECF11085|Front End Load||
60574|ECF11285|Low Service Charge||
60574|ECF11385|Chargeback||
60574|ECF11585|Deferred Sales Charge (Back End Load)||
60575|JHN3000|Deferred Sales Charge (Back End Load)||
60577|JHN637|Deferred Sales Charge (Back End Load)||
60578|ECF11087|Front End Load||
60578|ECF11287|Low Service Charge||
60578|ECF11387|Chargeback||
60578|ECF11587|Deferred Sales Charge (Back End Load)||
60579|ECF11089|Front End Load||
60579|ECF11289|Low Service Charge||
60579|ECF11389|Chargeback||
60579|ECF11589|Deferred Sales Charge (Back End Load)||
60580|ECF12048|Front End Load||
60580|ECF12248|Low Service Charge||
60580|ECF12348|Chargeback||
60580|ECF12548|Deferred Sales Charge (Back End Load)||
60581|ECF13048|Front End Load||
60581|ECF13248|Low Service Charge||
60581|ECF13348|Chargeback||
60581|ECF13548|Deferred Sales Charge (Back End Load)||
60582|ECF11048|Front End Load||
60582|ECF11248|Low Service Charge||
60582|ECF11348|Chargeback||
60582|ECF11548|Deferred Sales Charge (Back End Load)||
60583|ECF00481|Front End Load||
60583|ECF00482|Front End Load||
60583|ECF02481|Low Service Charge||
60583|ECF02482|Low Service Charge||
60583|ECF05481|Deferred Sales Charge (Back End Load)||
60583|ECF05482|Deferred Sales Charge (Back End Load)||
60584|NBC1970|Deferred Sales Charge (Back End Load)||
60585|NBC1300|Deferred Sales Charge (Back End Load)||
60606|JHN1850|Front End Load||
60607|NBC2903|Deferred Sales Charge (Back End Load)||
60608|NBC2902|Deferred Sales Charge (Back End Load)||
60609|NBC2901|Deferred Sales Charge (Back End Load)||
60617|NBC2909|Deferred Sales Charge (Back End Load)||
60618|NBC2907|Deferred Sales Charge (Back End Load)||
60619|NBC2905|Deferred Sales Charge (Back End Load)||
60621|NBC2906|Deferred Sales Charge (Back End Load)||
60622|NBC2908|Deferred Sales Charge (Back End Load)||
60623|NBC1885|Deferred Sales Charge (Back End Load)||
60627|AGF1241|No Load||
60628|AGF1242|No Load||
60631|AGF1244|No Load||
60633|AGF1404|No Load||
60634|AGF1405|No Load||
60635|AGF1406|No Load||
60639|DYN2455|Front End Load||
60639|DYN2456|Deferred Sales Charge (Back End Load)||
60639|DYN2457|Deferred Sales Charge (Back End Load)||
60647|NBC1886|Deferred Sales Charge (Back End Load)||
60653|NRP5101|Front End Load||
60654|NRP5100|No Load||
60655|NRP5105|No Load||
60656|PFC1600|Front End Load||
60657|PFC1601|No Load||
60658|PFC1603|No Load||
60659|PFC1602|No Load||
60663|PFC1700|Front End Load||
60665|PFC1701|No Load||
60666|PFC1702|No Load||
60667|PFC1703|No Load||
60668|JHN8854|Deferred Sales Charge (Back End Load)||
60670|NBC1078|Deferred Sales Charge (Back End Load)||
60678|JHN1851|Deferred Sales Charge (Back End Load)||
60679|JHN1852|Deferred Sales Charge (Back End Load)||
60680|CIF806|No Load||
60681|CIF807|No Load||
60682|CIF809|No Load||
60683|CIF801|No Load||
60684|NBC1475|Deferred Sales Charge (Back End Load)||
60685|GCG780|Front End Load||
60687|GCG480|No Load||
60688|GCG578|Front End Load||
60690|GCG781|Front End Load||
60691|GCG481|No Load||
60693|FID2723|Deferred Sales Charge (Back End Load)||
60693|FID2724|Low Service Charge||
60693|FID2725|Low Service Charge||
60694|FID2783|Deferred Sales Charge (Back End Load)||
60694|FID2784|Low Service Charge||
60694|FID2785|Low Service Charge||
60695|FID2732|Front End Load||
60696|FID2849|Front End Load||
60697|FID2735|No Load||
60698|FID2855|No Load||
60699|FID2736|No Load||
60700|FID2857|No Load||
60701|FID2737|No Load||
60702|FID2859|No Load||
60704|FID2733|Front End Load||
60705|FID2851|Front End Load||
60707|JHN8191|No Load||
60708|JHN8190|Deferred Sales Charge (Back End Load)||
60709|JHN8188|Deferred Sales Charge (Back End Load)||
60710|JHN8189|No Load||
60711|JHN8187|Front End Load||
60712|JHN8186|Deferred Sales Charge (Back End Load)||
60713|FID2734|Front End Load||
60714|FID2853|Front End Load||
60715|FID2726|Deferred Sales Charge (Back End Load)||
60715|FID2727|Low Service Charge||
60715|FID2728|Low Service Charge||
60716|FID2786|Deferred Sales Charge (Back End Load)||
60716|FID2787|Low Service Charge||
60716|FID2788|Low Service Charge||
60717|FID2729|Deferred Sales Charge (Back End Load)||
60717|FID2730|Low Service Charge||
60717|FID2731|Low Service Charge||
60718|FID2846|Deferred Sales Charge (Back End Load)||
60718|FID2847|Low Service Charge||
60718|FID2848|Low Service Charge||
60720|FID2949|Deferred Sales Charge (Back End Load)||
60720|FID2950|Low Service Charge||
60720|FID2951|Low Service Charge||
60721|FID2965|Deferred Sales Charge (Back End Load)||
60721|FID2966|Low Service Charge||
60721|FID2967|Low Service Charge||
60722|FID2958|Front End Load||
60723|FID2974|Front End Load||
60724|FID2961|No Load||
60725|FID2977|No Load||
60726|FID2962|No Load||
60727|FID2978|No Load||
60728|FID2963|No Load||
60729|FID2979|No Load||
60731|FID2959|Front End Load||
60732|FID2975|Front End Load||
60733|FID2960|Front End Load||
60734|FID2976|Front End Load||
60735|FID2952|Deferred Sales Charge (Back End Load)||
60735|FID2953|Low Service Charge||
60735|FID2954|Low Service Charge||
60736|FID2968|Deferred Sales Charge (Back End Load)||
60736|FID2969|Low Service Charge||
60736|FID2970|Low Service Charge||
60737|FID2955|Deferred Sales Charge (Back End Load)||
60737|FID2956|Low Service Charge||
60737|FID2957|Low Service Charge||
60738|FID2971|Deferred Sales Charge (Back End Load)||
60738|FID2972|Low Service Charge||
60738|FID2973|Low Service Charge||
60739|FID2712|Deferred Sales Charge (Back End Load)||
60739|FID2713|Low Service Charge||
60739|FID2714|Low Service Charge||
60740|FID2718|Deferred Sales Charge (Back End Load)||
60740|FID2719|Low Service Charge||
60740|FID2720|Low Service Charge||
60741|FID2715|Front End Load||
60742|FID2721|Front End Load||
60743|FID2716|No Load||
60744|FID2722|No Load||
60746|FID2919|Deferred Sales Charge (Back End Load)||
60746|FID2920|Low Service Charge||
60746|FID2921|Low Service Charge||
60747|FID2934|Deferred Sales Charge (Back End Load)||
60747|FID2935|Low Service Charge||
60747|FID2936|Low Service Charge||
60748|FID2928|Front End Load||
60749|FID2943|Front End Load||
60750|FID2931|No Load||
60751|FID2946|No Load||
60752|FID2932|No Load||
60753|FID2947|No Load||
60754|FID2933|No Load||
60755|FID2948|No Load||
60756|FID2929|Front End Load||
60757|FID2944|Front End Load||
60758|FID2930|Front End Load||
60759|FID2945|Front End Load||
60760|FID2922|Deferred Sales Charge (Back End Load)||
60760|FID2923|Low Service Charge||
60760|FID2924|Low Service Charge||
60761|FID2937|Deferred Sales Charge (Back End Load)||
60761|FID2938|Low Service Charge||
60761|FID2939|Low Service Charge||
60762|FID2925|Deferred Sales Charge (Back End Load)||
60762|FID2926|Low Service Charge||
60762|FID2927|Low Service Charge||
60763|FID2940|Deferred Sales Charge (Back End Load)||
60763|FID2941|Low Service Charge||
60763|FID2942|Low Service Charge||
60772|DYN2890|No Load||
60773|DYN2891|No Load||
60774|DYN2892|No Load||
60775|DYN2893|No Load||
60776|DYN2894|No Load||
60777|DYN2895|No Load||
